,name,fold,Direction,tstat,pvalue,FDR,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,LCC1,LCC9,20130426_AYESHA_CELL_NEG_1701,20130426_AYESHA_CELL_NEG_1801,20130426_AYESHA_CELL_NEG_1901,20130426_AYESHA_CELL_NEG_2001,20130426_AYESHA_CELL_NEG_2101,20130426_AYESHA_CELL_NEG_501,20130426_AYESHA_CELL_NEG_601,20130426_AYESHA_CELL_NEG_701,20130426_AYESHA_CELL_NEG_801,20130426_AYESHA_CELL_NEG_901,20130426_AYESHA_CELL_NEG_1101,20130426_AYESHA_CELL_NEG_1201,20130426_AYESHA_CELL_NEG_1301,20130426_AYESHA_CELL_NEG_1401,20130426_AYESHA_CELL_NEG_1501,20130426_AYESHA_CELL_NEG_2301,20130426_AYESHA_CELL_NEG_2401,20130426_AYESHA_CELL_NEG_2501,20130426_AYESHA_CELL_NEG_2601,20130426_AYESHA_CELL_NEG_2701,isotopes,adduct,pcgroup
759,M479T366,1.186913595,UP,0.679804566,0.505321154,0.691510186,479.2964274,479.2958735,479.2984852,365.941,365.4080041,366.5719986,7,2,5,1816.054781,3445.854049,7205.478466,1647.644672,3393.598529,2181.755547,3405.512206,6793.728709,1191.960009,3563.476993,2711.491166,2972.694858,7857.837139,1865.323333,4497.105102,3049.126232,3767.628802,8142.553212,2173.19714,4083.740432,[112][M+1]-,,48
1076,M621T390,1.137085539,DOWN,-0.678918376,0.505886091,0.691812976,621.3054753,621.3007917,621.30867,389.7159863,388.4369931,390.9040067,19,10,9,4494.385282,8391.682364,8829.23622,2631.127869,6173.414044,3210.377759,7102.25131,8612.455653,2948.446629,7789.718093,4316.512251,7538.948289,4415.808974,4080.406507,8264.993637,3980.602948,4693.426496,3551.121878,2595.0063,9490.673046,[179][M]-,,54
947,M564T373,1.164315207,DOWN,-0.677217329,0.506888644,0.692713401,564.3299377,564.3288553,564.3314886,372.8769997,372.4840141,373.060014,20,10,10,38586.85801,26994.58058,73733.69083,24333.33422,35430.56336,36489.14762,25846.73266,72609.87767,24799.97442,33937.78658,28115.53429,16696.3966,67343.17566,27302.31319,28798.35137,30773.17547,16518.07057,65780.51375,27670.72293,28335.26523,[152][M]-,[M+Cl]- 529.361 [M-H]- 565.338,59
12,M105T22,1.067861659,DOWN,-0.675574337,0.507945138,0.693686271,104.95151,104.9509827,104.9519621,21.9799998,21.8799998,22.5879997,9,2,7,4037.749126,3947.386868,6224.313554,4809.805722,3787.741925,3439.365764,3218.048845,4158.959471,4440.797879,3830.348733,3018.295342,3390.51613,3802.992485,4628.32906,3214.4205,3823.48373,3952.212944,5997.668226,4402.520909,3001.719192,,,80
370,M328T468,1.336828841,UP,0.675286509,0.508294072,0.693692181,328.1274983,328.1265444,328.1286384,468.0270097,467.2790125,468.7220084,14,4,10,2325.959284,3249.527239,16694.64415,2194.987125,3319.618718,2313.648898,2781.487419,13284.97898,2071.112007,3295.471883,3011.583308,5592.568605,16956.74165,2297.176236,5775.031615,3307.851852,4480.522318,19643.16849,2255.617324,5568.448046,,,42
473,M375T510,1.281723366,UP,0.673202082,0.509370825,0.694690698,375.1321989,375.1299542,375.1340255,510.2529716,510.2499962,510.8810234,9,3,6,1033.971608,1538.663557,6583.822094,1050.405395,1536.95186,1010.641272,1407.080158,5644.736859,1118.479602,1280.421307,1307.961188,1918.0523,6312.860829,1165.866788,3350.806063,1104.115737,2395.312474,6615.77767,1081.139001,3208.997945,[57][M+1]-,,18
460,M368T546,1.037209306,UP,0.672160054,0.510018606,0.695103218,368.240348,368.238455,368.2411283,545.7939754,541.9480231,546.2779794,20,10,10,12401.96152,13182.39842,14641.08301,11870.37255,12968.94034,11067.93515,9079.691404,11293.53813,12505.18463,11329.1904,11233.21327,12914.66868,13693.00436,11058.85657,13902.87256,11037.52025,14114.34596,10635.62344,11764.04936,14463.91999,[54][M]-,[M-H-CH3]- 384.269,23
1380,M724T486,1.075498479,DOWN,-0.669125639,0.511910879,0.697210148,724.4635722,724.4540543,724.4675278,486.4499881,486.1280222,487.5940132,9,2,7,1169.556764,991.4068954,1677.433557,1063.675357,1656.5081,958.2082387,1207.783501,1882.579609,1346.807,1394.940928,1073.813965,1530.417687,1500.410707,754.9323452,1495.743593,1198.771407,927.7935615,1681.514347,947.660384,1300.767969,,[M-H-C2H4]- 753.514,26
1374,M723T529,1.063743061,UP,0.667045332,0.513429118,0.698095737,722.5992143,722.5973532,722.6010567,528.796497,527.3599834,529.4499779,20,10,10,6737.585139,8568.802834,10363.22047,7002.092665,9559.743717,5518.748394,9829.476756,8697.849718,6945.294942,9482.339257,7709.751611,9408.730053,6897.376234,7123.049875,12391.41665,7561.905045,10635.67172,8177.610941,7243.204312,10828.31713,,,34
1163,M658T546,1.041336594,UP,0.667212619,0.513598897,0.698095737,657.5053331,657.5027813,657.5072607,545.6480026,541.9480231,546.1030013,20,10,10,8294.605397,8892.539936,11706.70091,7685.151144,8638.479559,7640.262665,8480.949223,10408.31844,7457.341077,8028.761893,7581.599816,9227.750448,9771.586453,7669.117075,9856.715088,8505.862957,9659.314731,10035.60001,8051.910758,10479.57253,[202][M]-,,23
853,M521T528,1.100749931,DOWN,-0.669297615,0.513601483,0.698095737,520.9092683,520.9035037,520.9164438,527.9380072,527.647997,531.6499901,6,1,5,2216.71411,2221.325062,1468.299416,2395.304024,2180.190109,1679.55216,2217.884311,1212.330842,1376.594679,2049.141548,1910.126386,2218.368965,560.1257283,2142.261336,2932.716385,1674.234663,892.3215597,1152.422153,2125.63982,1668.492022,,,34
53,M147T523,1.012655265,UP,0.66581925,0.514014954,0.698186303,146.9632969,146.9629477,146.9638016,522.9920197,519.8720265,523.6209869,13,7,6,67127.83446,66847.06153,62361.15714,65901.62978,68640.94359,62132.05637,70466.08992,66644.52177,64883.44427,63402.58903,63907.53275,66400.92174,62033.27076,67068.40613,63570.30982,69152.47747,70087.9464,66145.03344,70906.24809,67467.50061,,,99
479,M376T510,1.305194606,UP,0.665151967,0.51440999,0.698226734,376.1288863,376.1253359,376.131071,510.2549976,510.2499962,510.8890207,13,5,8,1251.755629,1797.660491,7543.137494,1326.896578,1676.112955,1041.726778,1755.246308,8963.354795,1253.022213,1118.712038,1259.822414,2553.763683,8789.506465,1232.745384,4694.764953,1494.070799,3132.575849,8037.24945,1526.868325,3468.579629,[57][M+2]-,,18
367,M327T468,1.323674322,UP,0.664617119,0.514738437,0.698226734,327.1249123,327.1241272,327.1260624,468.081007,467.2790125,468.7220084,20,10,10,8855.199047,11470.83768,59425.17273,7471.294608,10948.46408,7986.532065,11271.89316,53022.08486,6878.80805,9736.035379,12846.03437,17692.84222,62333.74684,8466.843627,23024.93796,12028.26788,18030.23951,63969.90366,8096.917212,21125.15323,,,42
289,M298T397,1.505632074,UP,0.666040325,0.516100861,0.6994676,298.2441829,298.2436175,298.2457489,396.8919861,391.1449998,401.1969934,7,1,5,1569.323595,2718.222634,13607.33854,1412.146422,1576.060017,1752.684471,2317.968624,11370.20685,1018.534622,1682.109004,1276.719306,2712.113077,21537.85503,1488.177258,2173.808474,1950.98181,2633.522335,21170.69205,1483.127188,2329.685034,[21][M+1]-,,268
1347,M718T438,1.090024114,DOWN,-0.662971748,0.516348164,0.6994676,718.4181392,718.4129093,718.4290454,438.0249882,436.9129944,438.9729881,13,6,7,2378.272157,1658.681479,2952.284286,3167.703475,1645.719517,1931.63093,1942.468647,1683.03955,1270.075554,1468.410802,1572.145123,1661.008349,1492.92486,2469.109827,1467.89499,2479.951725,2172.132441,1923.203126,2175.827515,1024.188991,[237][M+1]-,,21
1756,M873T604,1.161695873,DOWN,-0.662572009,0.517389574,0.700077013,872.6792241,872.6731446,872.6818738,604.1769777,600.55502,606.7129872,17,10,7,64461.75518,77532.81973,107036.9352,47169.57109,117685.2105,55990.95961,63050.45653,96659.25471,38151.23271,107103.994,56156.62658,60927.85958,28041.33012,41265.41894,144536.7534,51588.98329,69883.56425,41342.75657,28376.37292,144872.6231,[364][M]-,[M-H]- 873.684,9
1363,M721T582,1.105857593,UP,0.663018243,0.517493589,0.700077013,720.5376741,720.5361669,720.5394731,581.5764947,580.9030151,583.439977,20,10,10,37963.35017,52423.6574,53919.72288,25497.93301,48749.49002,33908.53636,48280.77479,52508.30707,25045.46146,48143.14612,36621.85127,51551.39312,47609.92679,22656.27991,78886.20483,35802.3136,54255.42283,49163.09561,23751.87696,71283.96652,[242][M+1]-,,36
1982,M1099T592,1.065525389,DOWN,-0.661122661,0.518096172,0.700302139,1099.277952,1099.263372,1099.282206,591.9794984,591.4069719,595.0499883,18,10,8,4320.621476,3726.06992,4157.026271,3899.349975,3833.801066,3634.467608,3153.849956,2213.246444,3524.096975,3901.135231,3680.187205,4408.817908,2929.924765,3654.240995,2974.839126,4698.667247,2463.28268,1907.375052,4234.963083,3175.152388,,[M+Cl]- 1064.31,45
911,M545T203,1.049594188,UP,0.658887573,0.518355781,0.700302139,545.0242592,545.0228498,545.0269919,202.6065016,202.2909934,202.925005,16,6,10,2610.81174,2312.723356,3160.712067,3839.074036,3013.94744,2598.833757,2471.660441,2756.549266,3643.168637,3419.165575,2941.511064,3583.920914,2325.09374,3858.038383,3041.519524,3149.924651,3327.247301,2404.884395,3240.447492,3433.287154,[144][M+1]-,,28
1709,M855T590,1.094781835,DOWN,-0.657424408,0.519294407,0.701099692,854.5929404,854.59035,854.5943855,590.4954951,590.0729855,593.7030264,20,10,10,32457.94073,29122.16358,46960.21551,58484.15441,33599.26757,35383.9292,24771.90851,41974.89171,52737.3369,32438.69714,31013.91324,24697.58096,32108.83748,52082.36147,28525.78643,31423.71687,27082.18552,41173.65266,60044.3279,26192.67026,[348][M]-,,8
1359,M720T179,1.209056524,UP,0.658762058,0.520225132,0.701704485,719.821915,719.8168085,719.8301525,178.7299982,178.3070023,179.575003,9,4,5,1776.854269,2544.279787,515.533379,1200.667811,1518.85655,2240.926973,1823.263634,412.1368862,1092.688229,2929.080312,2296.289976,3550.989021,332.4802283,690.7443456,2592.476497,1959.629345,3568.987455,373.1601436,476.0354788,3569.748949,[240][M+1]2-,,82
833,M511T510,1.203678028,UP,0.657724766,0.520768545,0.701704485,511.4719174,511.4666495,511.4780032,510.2410262,509.937973,510.5649948,7,2,5,568.0096702,468.921862,2341.792257,356.9702505,673.8671339,480.758862,602.2355644,2145.532334,365.0916693,761.5027431,663.6996862,936.9205006,1712.450583,576.7415929,1328.648335,789.7997774,1137.309509,1753.288877,493.3286576,1157.668045,,,278
472,M374T511,1.305249773,UP,0.654727147,0.521126245,0.701704485,374.1303368,374.1285405,374.1325904,510.5499744,509.9470003,511.4939989,20,10,10,3071.078602,4384.179601,24130.69526,2873.996225,5491.508679,3760.821042,4554.983044,26029.17067,2097.960002,4152.421245,4944.885335,8567.152121,23372.23674,4181.327286,12385.43082,4149.146403,9210.955804,24575.38243,3382.015758,10365.17845,[57][M]-,,18
113,M190T33,1.128913218,UP,0.65557011,0.521136714,0.701704485,190.0409324,190.0314356,190.0433587,33.03100118,26.04699969,33.75900149,10,5,5,1879.715373,1911.188836,2243.22567,1237.537917,2987.781089,2288.226881,1550.406328,1328.177334,603.7823307,2159.371333,181.0713451,1405.468728,2944.819803,2139.889241,1825.758107,3206.073691,1740.183416,3077.924856,2347.1115,1665.968175,,,433
1357,M720T582,1.100240832,UP,0.655659962,0.521776382,0.702096161,719.5349271,719.5342437,719.5366033,581.573509,581.1650124,583.439977,20,10,10,84044.32465,111206.116,134013.3456,60988.9582,109419.4065,79460.61536,110753.2992,119316.7656,58008.23552,105596.3193,87096.52442,120355.9708,111269.3887,51039.65647,175775.2173,85098.40401,126001.6747,109272.8536,53304.17913,151108.5386,[242][M]-,,36
575,M408T521,1.287321282,DOWN,-0.656044447,0.523236556,0.703161256,408.1910208,408.1882383,408.1943054,521.1170061,520.8790088,521.7350006,9,4,5,2406.620606,1593.633139,10038.23788,1647.929503,2232.668859,1908.754833,1881.44745,10297.57588,1764.343378,2132.912378,1581.55539,2844.406758,6387.774665,1483.777913,2457.48742,1638.104964,2628.026022,5166.026875,1337.832262,2365.577411,[76][M+1]-,,41
337,M313T557,1.081415552,DOWN,-0.65147113,0.523266548,0.703161256,312.9024853,312.9013207,312.9034166,557.1439818,551.3660085,558.5210008,19,10,9,11736.7545,7843.071422,4159.372473,7240.861557,7405.24146,10882.05796,11013.99711,6380.051721,7845.054231,8288.625818,10528.76742,7403.708061,6701.146438,10076.15093,4119.377618,8719.927762,6338.152541,6693.264284,8931.76746,7049.50699,,,354
1042,M605T486,1.153347004,DOWN,-0.656132577,0.525100564,0.70515506,605.4552578,605.4493104,605.4593945,486.1660194,485.6089977,486.4799881,12,7,5,1487.821881,2162.187414,7224.562495,2369.023698,2345.282714,2071.668597,2024.064346,4594.61686,2255.847762,2131.411752,1576.89456,2610.663657,3437.631493,2068.468714,3005.514423,2142.023024,2396.917181,3131.874,1814.732708,2670.32163,,,26
1543,M784T118,1.134898917,UP,0.647377627,0.525761082,0.705571371,784.1513962,784.1494831,784.1546435,118.3185011,117.1580029,120.4730011,20,10,10,13694.08047,17406.53524,15826.27078,6853.467098,24807.43967,10537.46455,13990.29492,14934.8598,5409.067869,23519.13187,10647.56044,17566.86972,20207.57623,6370.345938,26925.3132,13902.16485,16992.70582,20851.85691,6600.962794,26740.51204,[295][M]-,,101
1893,M944T426,1.097771426,UP,0.644241306,0.527643789,0.707626214,943.587681,943.5824436,943.5903948,426.3680077,426.0469859,426.6750117,13,5,8,1133.234833,1365.553708,2371.679816,3087.427014,1220.947176,1382.022194,1454.387928,2294.459069,2273.294987,1538.299519,2085.813227,1864.767639,937.6764779,2276.266835,2352.962781,2177.956041,2461.828995,993.2108776,2632.129309,2110.440008,[406][M]-,,327
176,M227T468,1.451679748,UP,0.640643091,0.529843941,0.710103764,227.1994354,227.1985278,227.2003956,468.0070097,467.2790125,468.4180111,19,10,9,5278.56306,9163.94578,94987.76934,4671.253564,7695.844273,4982.335573,8626.114922,85045.57961,3288.198348,6429.352894,10160.59389,20770.70256,99181.28029,5348.431798,29011.95955,9994.050002,21894.09199,104788.985,6059.122303,26922.39671,[10][M]-,[M+Cl]- 192.23 [M-H]- 228.207,42
296,M300T426,1.049350215,UP,0.640066865,0.5310806,0.71128759,300.2029471,300.2022677,300.2036303,426.369009,426.0540104,426.999009,20,10,10,29250.08891,35262.83515,47952.16638,49478.72173,37674.22189,30219.01632,32307.56053,46314.58046,45586.85907,34579.08013,40419.42144,42536.13799,30175.29799,47040.85178,44837.8285,41355.17607,42717.55758,31956.2392,44464.06314,42301.29069,[22][M+1]-,,31
659,M443T521,1.243588199,DOWN,-0.637609326,0.532988459,0.71322816,443.237079,443.2355958,443.2391898,521.1079788,520.7929802,527.8780174,11,6,4,1406.885823,1753.222056,6218.667547,1086.414279,1665.797265,1329.957826,1439.038717,5729.429115,1279.305724,1732.222946,1030.229453,1124.298117,4039.794582,909.2588309,1534.059388,1090.625285,1858.906888,4360.630032,1118.594679,1943.867813,,,41
1989,M1136T600,1.182194157,UP,0.636244527,0.533238143,0.71322816,1135.723261,1135.715546,1135.733029,600.0529996,599.3809764,603.5669859,11,6,5,2340.146257,2441.104498,7044.765107,1475.028784,2245.474105,1851.706336,2195.741671,6983.990431,804.9285862,2716.834389,2642.033796,3823.006055,5797.670563,1418.558484,3859.568559,3110.712749,3199.957257,6537.518191,1483.680316,3711.007346,,,10
658,M443T551,1.090092163,DOWN,-0.638019758,0.533610037,0.713251663,443.2459676,443.2451153,443.2469219,551.4205058,546.8829881,551.9150249,20,10,10,19071.60228,19221.97948,45139.58693,36226.58726,27745.32994,17576.23345,19698.95109,39108.51904,39807.74082,25464.0723,18977.54399,29769.35271,21553.22199,26016.99742,36541.41548,20079.06315,31384.51261,21557.15865,28456.94703,30834.57941,[93][M]-,,69
291,M299T426,1.045572972,UP,0.634017354,0.534973596,0.71456625,299.1995592,299.1989901,299.2000821,426.369009,426.0540104,426.999009,20,10,10,133501.7028,156623.5651,210835.7126,214836.6773,162715.899,135437.5275,146112.5494,201273.7492,201173.2695,153636.7923,176872.0481,181089.2242,135750.1534,201287.7819,196841.3282,185855.221,190988.4201,144489.6105,199348.7893,181834.8078,[22][M]-,[M-H]- 300.207,31
894,M538T358,1.239602933,DOWN,-0.63195787,0.535426382,0.71456625,538.3142176,538.3132088,538.3151453,357.5310036,357.1790037,357.7800105,15,10,5,48893.15713,65827.73406,158283.8943,18403.97286,62857.34231,44469.98773,58608.43401,154885.1093,15616.42618,63094.67545,38328.38714,30856.37519,136167.03,21333.8429,49149.63395,40076.58162,30895.18953,142494.9335,21965.89986,46120.87943,[141][M]-,[M+Cl]- 503.345 [M-H]- 539.322,39
1035,M601T462,1.35751715,UP,0.631490913,0.535658456,0.71456625,601.3260255,601.3243339,601.3308784,461.9319929,460.3670025,464.7710037,18,9,9,3635.559901,8225.486104,46585.52065,2934.528014,7820.008685,4149.7416,7288.510146,42938.3429,2590.808137,6720.22069,3729.676446,12043.04803,46852.319,4529.23343,24331.54833,4267.51065,11423.58472,46770.16627,3867.824306,22583.81458,[172][M+2]-,,29
1325,M712T605,1.15546459,UP,0.632252965,0.537043029,0.71593882,711.632643,711.627881,711.6349564,604.9360199,603.5580254,609.0340082,19,9,10,12296.56616,26581.57875,21312.68335,7205.509407,20080.24584,11405.24565,25521.71922,20477.92004,9234.622161,20429.32534,12237.69495,30162.41797,14637.71525,10144.44931,38293.94566,10237.11843,31223.78958,14690.65722,6599.15242,33454.1066,,,13
1521,M773T575,1.146465896,DOWN,-0.630422389,0.537417801,0.715941792,772.5146284,772.5124236,772.5157445,574.7249969,574.0129915,576.4279893,9,5,4,14435.58359,33154.63043,37735.27432,5721.711021,37089.21543,12165.24978,30025.19316,31606.66349,6956.338148,25669.34523,15123.25353,20139.60319,30052.94488,7314.373534,26038.50043,17693.61697,21112.92634,33858.31014,9626.909528,23632.82961,[289][M]-,,95
2009,M1188T199,1.345879564,UP,0.62947567,0.537756577,0.715941792,1187.636148,1187.632387,1187.645882,199.2944956,198.9830017,200.4059941,10,6,4,1800.253607,938.4825976,4705.150879,324.5947717,793.0829239,656.1724677,770.2727246,3715.714896,465.2896047,713.1387498,636.9280909,2279.568474,4929.679304,266.3859367,1317.911322,822.3124741,1690.147766,6549.568744,232.0732244,1305.01055,,,143
1258,M688T590,1.032500002,DOWN,-0.627362294,0.538336137,0.716234503,687.5445786,687.5426808,687.5467582,590.4449917,590.1070114,593.471976,20,10,10,13505.16682,15727.13097,15732.14136,12090.25793,13311.62899,12564.5785,14690.37955,13705.08033,11476.55615,15079.42669,12986.22596,13770.56945,14682.04747,11130.43444,14767.71996,12450.3199,14714.79227,14618.47126,10324.09632,14097.54766,,[M-H]- 688.554,2
1274,M692T602,1.14129506,UP,0.630106382,0.538688047,0.716234503,691.6077912,691.6057696,691.6094505,601.7139873,601.33599,604.1449805,20,10,10,20994.71467,36730.04964,37551.51018,13809.94498,33058.85065,19169.5809,32667.49792,34953.2803,13527.18809,30551.16315,19248.88602,47220.54314,25096.13727,10770.89843,53252.55861,20543.93572,48964.22541,25063.61806,11183.99131,50244.48511,[223][M+1]-,,22
527,M393T528,1.066176832,UP,0.630342991,0.539551821,0.716909449,393.2759924,393.2751346,393.2766429,528.3195038,526.9390106,529.1349792,20,10,10,21896.41968,24355.83923,24921.75356,19181.81766,25374.20438,17011.86979,21239.75018,20998.40732,16862.30773,21568.7316,20676.28483,29434.23661,16941.98397,16085.89021,31794.0901,18610.56322,27472.97335,17663.68325,17726.22724,31128.03895,[70][M]-,[M+Cl]- 358.307,34
904,M541T529,1.098332234,UP,0.627959121,0.54058091,0.717480895,541.1968895,541.193897,541.201838,529.0020119,528.1629765,529.8780092,8,3,5,1494.386522,1628.540647,1565.85461,884.5805409,1270.109825,844.3549803,1552.07629,1601.266681,1400.410534,1061.37016,898.229286,1472.878573,1174.994216,1342.687701,2818.928338,962.4171837,1928.22889,1016.59824,1204.758188,1791.339044,,,34
630,M429T515,1.073252498,DOWN,-0.623744009,0.540694743,0.717480895,429.1791602,429.1759287,429.1830655,514.6600206,514.0209961,516.5369797,8,3,5,1718.579356,849.9231816,2015.392284,1454.355608,1230.422944,1560.333529,1712.265422,1349.825082,886.9632943,1538.489984,1284.533138,1987.827235,1679.59484,1213.727482,1020.421301,1418.666786,1223.39042,1564.834178,995.0757564,951.3347474,,,4
564,M403T528,1.074150278,UP,0.631240533,0.542043434,0.718555833,403.3048597,403.3042521,403.3055916,528.1664997,526.9390106,528.5080147,20,10,10,109508.805,123472.4258,130428.981,119119.1291,140990.4962,117344.0734,118428.0862,115300.5544,108875.6949,132978.1076,100176.4199,147367.1215,86275.89224,101824.8809,208799.5577,108754.9027,158747.8038,87134.54574,114670.8414,192894.2229,[75][M]-,[M-H+HCOOH]- 358.307,34
1586,M798T599,1.046964838,DOWN,-0.621470229,0.542218733,0.718555833,797.5910369,797.5887998,797.5931317,598.7210078,598.2919887,601.4969737,20,10,10,16822.22725,15191.58279,20621.0476,13808.22033,20627.37553,12963.86385,16163.97127,18941.8026,13220.96829,17065.28618,15420.09828,17106.73964,16395.49914,11142.27819,15686.06309,15613.5756,16700.39664,20804.06596,13390.87904,15746.04097,[309][M+1]-,,6
1999,M1175T594,1.040048924,UP,0.619605403,0.54329278,0.719505504,1175.295233,1175.292319,1175.298118,593.7024821,593.3370209,597.0059746,16,10,6,6505.802039,5001.573431,5434.622597,4706.795399,5850.299878,5981.092004,4059.513751,5234.551093,6138.17105,4490.814596,4745.513923,5524.246862,4737.253245,6266.501791,5382.92712,6904.968278,5011.379473,5447.546918,6497.181077,5024.459296,[436][M+1]-,,1
1649,M826T601,1.068261375,UP,0.61734208,0.545220978,0.721398687,825.627024,825.6229962,825.6305085,601.3745036,600.8460268,603.8510118,20,10,10,14010.42194,23777.16687,27771.82794,13551.58445,24715.09777,15384.12629,21076.45153,23475.49759,12416.83615,22110.08432,16971.17382,21524.94172,23820.17983,15345.31689,23692.56223,18331.81399,24336.60934,22352.5048,16695.55052,28753.92799,[325][M+1]-,,22
1198,M667T516,1.086512217,UP,0.616562558,0.545439047,0.721398687,667.4252006,667.4208687,667.4316919,515.601494,514.9639893,516.223011,8,5,3,2071.273625,2753.846187,3774.315028,1675.500699,2645.983972,1972.059327,2316.258478,3066.067215,1692.282194,1795.675762,2349.331944,1616.271568,3686.551785,1865.084676,3741.122032,2070.86312,2573.417608,3625.895725,2084.653944,2205.882611,[205][M+2]-,,240
651,M440T521,1.062176657,DOWN,-0.614394329,0.548424705,0.724755299,440.2223317,440.220369,440.2237731,520.8024938,520.2620102,521.3770061,12,6,6,4195.525277,3686.106828,3772.50814,3744.125716,3313.360848,2424.085551,3326.223361,3191.704921,4117.844504,3047.861245,2307.254252,3048.647921,2657.549717,3370.124328,4642.249199,2585.972624,4521.139512,2883.22501,2407.662304,4357.300725,,,363
946,M564T25,1.087782615,DOWN,-0.611144965,0.548748896,0.724755299,563.8887955,563.8871668,563.8950412,25.07799939,24.42300076,26.95800087,9,3,6,4111.994348,4364.971946,4947.70309,5454.585406,5967.114234,2500.567869,4331.201904,4186.702555,1939.564413,5637.199323,3975.167308,4315.370586,4658.857931,2548.498802,5817.516651,4032.309214,1982.284967,5758.947675,4004.787245,2842.184771,,[M-2H+Na]- 542.905 [M-H]- 564.895,52
1206,M669T510,1.131293762,UP,0.610663184,0.549057045,0.724755299,669.4292907,669.4252429,669.4327686,510.2530119,509.937973,511.4939989,14,6,8,2438.787324,2377.27108,5096.631794,2350.366889,2045.190967,1219.861052,2132.691468,4222.770601,1108.075166,2508.87688,1682.209313,2146.308728,4208.920323,2166.393245,4170.214625,1772.798024,3563.023332,4884.669459,1556.396194,2697.649595,,[2M-2H+Na]- 324.226,18
1504,M766T583,1.059273496,UP,0.608638073,0.550448828,0.725826208,765.506144,765.503895,765.5082719,582.5634851,581.8230069,584.2679715,20,10,10,9303.439357,10989.85123,10572.87058,6055.134136,9415.053952,10012.28424,9958.646527,7951.704127,4714.26806,8873.31207,9178.544149,9008.521039,10157.60481,6921.411623,8801.861426,9608.26815,10012.44333,12912.58395,6377.067095,10075.23165,[281][M+2]-,,236
1571,M793T583,1.076307698,DOWN,-0.61002521,0.550589478,0.725826208,792.5159709,792.5068836,792.5218096,582.8830273,582.1690042,585.076996,9,4,5,6298.966919,5803.944473,7887.885895,5033.004817,7811.549199,5313.962334,6478.279232,7535.749108,4872.839295,4528.927848,6111.616339,7737.35791,4411.775352,3093.242706,7256.496146,6609.695644,4393.733569,8702.934766,5443.877427,3439.55707,[303][M+1]-,,213
1092,M627T437,1.075958765,UP,0.607709667,0.551325244,0.726109684,627.4399108,627.4367265,627.448488,437.2269917,436.9149971,438.3370113,9,5,4,1018.683428,1293.52445,1811.246625,2012.418486,1089.750891,1105.51444,1246.156177,1389.362847,1600.860251,1098.477023,1635.960833,1625.387335,1073.676078,1523.266893,1190.771294,1910.071548,1374.436309,696.2328987,2181.757477,1492.486027,,[2M-H]- 314.223,21
494,M382T476,1.116249115,UP,0.609364842,0.551525935,0.726109684,382.1437552,382.14167,382.1462583,475.6230068,474.6829891,478.1159965,15,8,7,2119.604805,2568.058617,3275.834343,1259.341116,2691.271631,1964.208998,1508.518788,2847.64884,1319.062448,2555.108995,2673.73692,3046.207533,4933.230279,912.9628197,2813.261661,2068.728329,3190.823363,1667.772264,1374.794011,1997.253401,,,304
1771,M879T584,1.062204376,UP,0.60702398,0.553234981,0.727883672,879.2188359,879.2141449,879.2241909,583.5310219,582.7730273,585.8749905,13,8,5,2175.946626,2073.936402,2961.701784,1621.64475,2886.459486,2127.995961,2218.288827,2418.615014,2057.939347,861.3892574,2298.848446,2524.123817,1488.154906,1995.671896,2386.329541,2290.68659,2618.256214,2171.663964,2244.280643,2717.318756,,,227
1927,M968T540,1.084122707,UP,0.600653483,0.555934411,0.730957524,967.5742198,967.568348,967.5803978,539.9020177,537.1120096,540.314985,10,5,5,1913.710125,1857.67202,2935.02356,1484.973212,1485.852932,1681.070577,1421.735045,3224.843759,1370.548565,1530.431659,1996.93988,1908.704814,2032.377391,1418.47794,3153.361104,2217.933258,1737.88685,1957.791758,1457.149781,2615.650924,,,75
331,M311T577,1.069148308,UP,0.600124715,0.557051022,0.731947589,311.2932134,311.2910048,311.2952725,576.8170166,575.6770174,577.0110193,9,4,5,2704.154322,2720.336049,3396.000587,2890.972703,4488.631782,2389.045413,1610.509185,3001.61151,1655.245545,2480.41098,3744.946634,3025.275107,2725.008114,1896.896626,3399.141365,2409.983083,3069.353182,3044.394295,2509.207978,3403.013332,,,254
1767,M878T604,1.11830093,DOWN,-0.595761743,0.559159,0.734238139,877.6946788,877.6904376,877.6970768,604.3220226,602.3080104,607.4049844,18,9,9,18296.55207,30735.2063,29223.82028,12937.08825,28810.7824,14716.23244,27804.64747,22201.33272,9935.383926,27903.85487,15188.39702,24975.80783,16692.88436,9585.346242,35130.58915,18390.40633,25333.77001,16245.03123,4180.862436,33297.48641,,,260
1815,M897T546,1.091113147,DOWN,-0.593547731,0.560519638,0.735144104,896.7765733,896.7724795,896.7833341,545.6474876,541.9480231,545.9709985,14,6,8,1333.928111,1730.454387,2820.169334,1420.249074,1790.057518,1382.778811,1711.048329,2212.252732,1487.636998,1263.676213,24.76611328,1723.069802,1993.619161,1325.223736,1885.91685,1652.5352,1749.654847,1955.513438,1393.37628,2016.281345,[379][M+1]-,,23
