,name,fold,Direction,tstat,pvalue,FDR,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,LCC1,LCC9,20130426_AYESHA_CELL_NEG_1701,20130426_AYESHA_CELL_NEG_1801,20130426_AYESHA_CELL_NEG_1901,20130426_AYESHA_CELL_NEG_2001,20130426_AYESHA_CELL_NEG_2101,20130426_AYESHA_CELL_NEG_501,20130426_AYESHA_CELL_NEG_601,20130426_AYESHA_CELL_NEG_701,20130426_AYESHA_CELL_NEG_801,20130426_AYESHA_CELL_NEG_901,20130426_AYESHA_CELL_NEG_1101,20130426_AYESHA_CELL_NEG_1201,20130426_AYESHA_CELL_NEG_1301,20130426_AYESHA_CELL_NEG_1401,20130426_AYESHA_CELL_NEG_1501,20130426_AYESHA_CELL_NEG_2301,20130426_AYESHA_CELL_NEG_2401,20130426_AYESHA_CELL_NEG_2501,20130426_AYESHA_CELL_NEG_2601,20130426_AYESHA_CELL_NEG_2701,isotopes,adduct,pcgroup
1845,M914T595,2.323756852,DOWN,-11.6532231,4.63E-09,9.32302E-06,913.5841214,913.5813313,913.5869313,595.0640031,594.5670018,598.2729936,20,10,10,16416.90338,19214.8531,15592.25644,20851.17641,19105.72908,15675.68691,15951.23517,13895.06577,19692.53928,16744.35833,6105.694073,8033.622856,4410.152369,8931.277274,7214.422621,8399.229201,8317.697853,6701.8888,9243.239352,7151.347234,[389][M]-,[M-H]- 914.597,1
1848,M915T595,2.134516315,DOWN,-9.069776682,1.87E-07,0.000188282,914.5868354,914.5807519,914.5888958,595.0100161,594.3129759,598.1010277,16,10,6,8255.09859,9370.215339,6933.489547,10796.59723,9001.204862,7646.719858,8194.242896,6317.9598,9643.266515,9402.118757,4203.565698,3402.980268,3026.368134,5044.949962,5071.109276,4806.398715,3663.347234,2910.552523,3419.965157,4535.213449,[389][M+1]-,,1
1841,M912T592,2.187844153,DOWN,-8.717056784,3.26E-07,0.000218632,911.5673929,911.5637366,911.5713721,591.7299964,591.3450264,594.7160196,18,10,8,11716.51998,8134.193111,10570.01624,12954.89708,11440.60864,9435.376633,7959.215103,11652.74745,13276.2334,10928.24157,5881.028957,3009.165028,4086.237637,6107.544159,4252.621348,5752.261331,4665.97219,5424.936829,6271.357628,3943.640546,[387][M]-,[M+Cl]- 876.59,8
1843,M913T592,1.886880122,DOWN,-7.338336596,8.31E-07,0.00033956,912.5718066,912.5675116,912.5751972,591.7389951,591.3450264,594.7160196,13,8,5,5687.30826,4192.469045,5936.183884,4990.607665,5434.742084,4604.846589,5084.338665,4333.193841,6517.175427,4568.562817,3075.853419,2092.218115,3068.942935,3597.99048,1747.900072,2614.500144,2725.656608,3496.884127,3248.475547,1545.511059,[387][M+1]-,,8
1911,M954T607,2.379838986,DOWN,-8.784174543,8.43E-07,0.00033956,953.6985803,953.6909854,953.7086342,607.0579796,605.6229817,608.8350041,15,10,5,5861.097541,7509.018192,6296.12424,6191.005686,7309.223725,7089.066573,6000.743026,6534.411572,3301.092112,6218.418264,3072.039807,3067.731146,2562.117813,2152.212505,2847.751655,3364.048069,1718.74947,2731.110692,2880.169816,1786.597045,[413][M]-,[M+Cl+NaCOOH]- 850.74 [M-H+NaCOOH]- 886.717,32
1515,M770T585,1.824080127,DOWN,-8.452916469,1.39E-06,0.000465871,769.5042124,769.5015021,769.5051876,584.6929851,584.1530191,587.0579837,19,10,9,16861.61905,17543.56806,12206.10837,16733.28434,20344.26805,16693.99958,18568.90635,12290.61446,16210.57304,16230.30333,9323.839091,8131.124093,9148.257264,8283.498845,11354.32578,9012.145541,9123.869049,7481.532862,7691.197699,10184.88877,[286][M]-,,309
1781,M884T605,2.449043729,DOWN,-9.592546479,1.63E-06,0.000467935,883.6999326,883.697949,883.7048794,604.557509,603.5849722,606.3780254,20,10,10,52463.23186,69613.14399,80104.36697,54817.36421,76202.35179,45606.85692,60429.46079,72190.42373,51685.45246,70913.79921,22840.17392,22938.58561,28606.95443,21647.80486,29575.85792,23719.76863,24104.01887,31254.11691,25017.27665,29182.79668,,[M-H-CO]- 912.695,9
1640,M822T585,1.932935823,DOWN,-6.615359482,3.37E-06,0.000847142,821.5403391,821.5366904,821.5485403,585.3210136,584.0640178,589.1709761,11,7,4,5070.786267,5834.103896,4808.920871,5341.27092,6444.256921,5698.82218,5996.981451,4265.951687,3739.991306,5022.879097,2154.186535,3187.620495,1395.128685,2897.749547,3847.888106,3126.733727,2022.527257,1573.850445,2901.096754,3911.169057,,[M-H]- 822.543,44
1716,M858T589,1.392462675,DOWN,-7.034319346,5.00E-06,0.001117426,857.5215429,857.5195257,857.5233714,588.8890026,587.8390251,592.0750142,20,10,10,18178.86682,19605.2208,19310.34592,17984.16611,19198.90919,16945.7312,17260.34945,17849.90932,16237.62485,19362.51885,14062.3403,10576.30632,10941.47767,12401.83736,14256.59634,14429.95356,11655.43117,11196.4539,16655.23648,14480.39508,[350][M]-,[M+Cl+CF3COOH]- 688.554,2
1822,M900T606,2.569773658,DOWN,-6.458807995,6.54E-06,0.001317248,899.6713009,899.6667962,899.6832138,605.7229817,605.3079831,606.3239912,7,0,7,15332.14379,24576.21164,26299.34541,15950.38764,25324.05191,14929.03109,22611.31644,24238.18488,15071.75912,26232.64882,7318.758438,6372.831574,7446.623749,3431.997643,14707.13279,5854.608333,9174.469781,12431.13784,3570.592691,11631.00166,[381][M+1]-,,13
405,M344T24,2.328267452,UP,6.283301432,7.64E-06,0.001343804,343.9003974,343.8979201,343.9031416,23.68800044,22.85200055,25.12799939,14,7,7,2997.601474,1108.591457,1350.939867,2108.95245,2592.060507,1243.614671,1146.765223,1171.006494,2031.35527,3130.002596,4535.997106,4517.667739,2920.209384,4182.148494,4464.757136,5983.39716,3981.913164,2900.960343,5342.750378,5129.96076,,,43
1975,M1071T586,2.114980791,UP,6.271946022,8.01E-06,0.001343804,1070.680052,1070.674912,1070.684468,585.9454905,585.3959782,587.0470047,6,1,5,663.5286262,1680.988915,1080.999156,777.3626519,1145.929149,497.2981194,1141.919256,743.7138178,834.7121014,1229.361131,1422.924733,1671.957583,2213.638922,1640.549018,2857.275048,2010.238441,2501.537052,1976.996147,2110.862587,2311.976636,[430][M+2]-,,44
1623,M813T597,1.202111188,DOWN,-6.146499348,8.81E-06,0.001364333,812.5450564,812.5437321,812.5469236,597.1915194,596.6440201,600.4529874,20,10,10,41011.49439,42716.04529,42200.3966,41181.38163,44053.20998,38337.97699,40742.94133,37825.8756,36784.561,39017.76806,33087.39109,30809.32709,34512.21269,31029.19975,29466.33786,38106.39947,35194.03872,35417.76103,35050.74343,33295.22059,[319][M]-,[M+Cl]- 777.568 [M-H]- 813.553,6
29,M128T28,2.10765546,UP,6.632704102,1.08E-05,0.001484766,128.0326552,128.032153,128.0332577,28.2389993,27.61199993,28.8789993,20,10,10,40859.81578,39292.48556,26100.77904,38744.3524,56424.86594,39427.44865,37045.68803,23666.94417,34781.39474,52098.05637,71190.14689,100870.7219,55390.44966,74755.34019,92788.31128,79517.20544,106999.0848,59061.16158,77263.2742,100865.8494,[2][M]-,[M-H+NH3]- 112.009,19
32,M130T29,2.557964101,UP,6.045262495,1.11E-05,0.001484766,130.0479892,130.0472542,130.0501692,28.86999967,28.11999983,29.81899917,12,6,6,3064.932372,1665.642959,1319.144195,1315.172712,5242.797435,3490.456247,1228.717207,2143.832832,1843.717906,3928.396989,5300.274356,8288.801261,5166.126929,5828.246269,6670.922282,6691.775259,9588.535236,4718.763929,5236.090551,7080.667913,[2][M+2]-,,19
1517,M771T585,1.979409164,DOWN,-6.055753341,1.30E-05,0.00163978,770.5077153,770.4989564,770.5121295,584.7529837,583.4839946,587.0579837,18,10,8,7749.475508,8366.267909,5544.778772,9028.05991,9473.004287,5168.41105,8202.820346,5938.954719,7501.355107,9120.876678,3038.804939,2237.71726,2012.655593,4280.012844,4584.95982,3356.739747,3966.542769,4899.689742,4155.950897,5909.713097,[286][M+1]-,,310
2007,M1180T600,2.85481476,UP,6.394951742,2.18E-05,0.002584161,1179.786695,1179.782176,1179.793493,599.7879982,599.5690077,602.6839928,15,6,9,1587.45162,4284.403849,3279.279088,1047.123892,2793.525718,1746.928922,3807.999234,2232.801153,1969.995018,3603.258436,4178.768935,8865.353769,8006.135204,4663.757115,8851.400749,5611.653367,10183.10617,8853.709378,6282.571932,9735.811374,[438][M+1]-,,10
1516,M770T596,1.314844135,DOWN,-5.540595413,3.01E-05,0.003131499,769.5590952,769.5577272,769.5607405,595.7869977,595.3760263,598.9009882,20,10,10,53992.28697,44830.98382,56434.74013,53552.48335,54833.73914,47083.6577,42025.22386,52274.01523,52633.47157,50703.33756,43268.51565,31900.88257,41515.02756,40775.81567,30914.1551,43067.64107,35976.44822,42393.48755,43723.20806,33099.19287,[285][M+1]-,,17
1513,M769T596,1.317074717,DOWN,-5.547042114,3.12E-05,0.003131499,768.555576,768.5543377,768.5565979,595.7869977,595.3760263,598.9009882,20,10,10,114848.7624,98102.79053,119947.4614,118456.1744,117462.7153,104137.9575,89517.38029,113419.5023,114059.6231,111913.4006,86419.2909,70886.27568,89077.33497,91426.03405,66513.38809,91809.80734,75480.51004,96976.51808,96580.18465,71431.46059,[285][M]-,,17
136,M202T168,2.54480487,UP,5.791297267,3.17E-05,0.003131499,202.106378,202.1018039,202.1072924,168.0239959,167.3549938,168.2700068,9,3,6,1079.984235,866.9640715,1054.35684,256.0890587,2024.997916,1034.695856,949.5925763,1017.03023,554.4471034,1409.221903,2454.118299,2465.431059,2716.544243,2174.093783,2210.91622,4056.847627,2029.21699,3762.141768,1939.970705,2268.301295,,,175
1719,M859T589,1.594304723,DOWN,-5.665784515,3.41E-05,0.003131499,858.5260811,858.5223446,858.5302801,588.9815033,586.955002,591.7209883,20,10,10,10036.8488,9453.080433,10419.68234,8655.5824,11079.5724,7702.763836,9522.064591,9724.574072,7584.052253,9880.132385,6768.774862,5551.852328,2955.974355,7256.271477,6176.426981,5962.088232,3722.862217,5885.508192,8511.055367,6205.657721,[350][M+1]-,,204
1818,M899T606,2.498651535,DOWN,-6.627302609,3.42E-05,0.003131499,898.6651021,898.662573,898.6719582,605.740996,605.1290131,606.2749844,6,0,6,22200.82861,36344.9992,36973.97493,22045.02133,38070.3563,18303.50684,33289.50602,34156.57449,20322.02057,36977.88796,9731.916379,13201.66569,10578.26488,8867.350309,17199.21312,11830.38194,13608.19427,11614.88376,8016.812684,14889.66479,[381][M]-,,13
1827,M902T604,3.396008674,DOWN,-6.522117614,3.70E-05,0.003234457,901.713503,901.7094833,901.7190155,603.9530267,603.2439995,606.6869899,19,10,9,20839.36913,44821.72201,39985.21896,21712.06137,42183.29198,21098.96714,37126.89327,34869.15002,18383.11324,39214.59605,6588.726022,11413.2838,7378.68698,7899.017005,12822.99966,4797.174855,14425.61908,7222.263309,6323.510833,15425.99914,[382][M+3]-,,9
363,M325T29,3.622683206,UP,6.457811125,3.93E-05,0.003297832,325.0646505,325.0617956,325.0696534,28.87300014,27.92500024,29.50299919,9,1,8,742.536661,469.7395315,391.5552655,556.3631499,1292.424494,629.3074342,458.8388902,625.9830843,382.210249,1016.352118,1510.468889,2885.451286,3886.771678,1913.611034,2805.046785,1752.363169,2689.602455,2687.013908,1214.481127,2439.231128,,[M-H]- 326.07,19
2005,M1179T600,2.99690845,UP,5.832765703,4.63E-05,0.003485633,1178.784352,1178.780645,1178.792904,600.0200125,599.2449818,602.2689737,18,8,10,2129.079405,7406.266404,5040.489921,1437.442933,5391.091453,1510.77224,4412.728096,3200.670891,2678.812351,4048.954673,7148.700719,14264.37909,11435.66178,7503.450797,14846.36988,8670.408366,14364.47267,11558.34995,6227.703628,15634.24848,[438][M]-,[M+Cl+NH3]- 1126.78 [M-H+NH3]- 1162.75 [M-H]- 1179.8 [M-H-H20]- 1197.8,10
400,M342T29,3.91041791,UP,6.616033314,4.66E-05,0.003485633,342.0434884,342.0412929,342.0449622,29.10300014,28.5489993,29.2969992,11,2,9,1486.135046,2389.620631,2890.790627,1966.288752,4435.965234,2137.737318,1550.379116,2188.217527,1401.041898,2285.876952,6323.687984,13261.62921,9642.268735,5120.711236,9251.782907,6606.325605,12908.35693,10614.27849,4884.951148,10277.83534,,,19
1832,M905T605,3.386935524,DOWN,-6.358509436,4.68E-05,0.003485633,904.7218045,904.7112041,904.724524,605.1195008,604.111994,608.6070041,16,10,6,14098.80255,25048.58089,22898.38929,9923.818822,22064.02074,12084.71453,20366.71233,19641.97028,8884.819336,20256.59387,4247.291983,4778.466122,5313.324784,1687.850007,8654.329592,5194.183543,6462.238104,4196.796556,3211.617886,8002.280279,[384][M+1]-,,13
1831,M904T606,3.159670136,DOWN,-5.94736038,4.92E-05,0.003534048,903.7197215,903.7130629,903.7214714,605.5784879,604.7070267,607.5249872,20,10,10,26204.07631,46743.32358,43389.77909,19169.5414,42537.57525,22890.49976,41290.36432,37066.03086,17712.30909,40843.8025,8352.079791,12144.43407,8931.972651,4870.118281,19608.01315,8917.810403,14006.51037,7186.409187,4264.403921,18643.113,[384][M]-,,13
1914,M955T607,1.565170184,DOWN,-5.26888381,5.28E-05,0.003662743,954.7025968,954.6973553,954.7090773,607.3820055,605.8249844,609.5149986,11,10,1,2981.957169,3161.691051,4580.053486,3750.782353,3651.526872,2551.876302,3624.404824,3137.8266,3653.849482,3466.466844,1809.820692,2017.001999,2812.773187,2402.234181,2088.422713,2122.03459,2146.719615,2924.619859,1168.638835,2588.678199,[413][M+1]-,,32
1424,M737T606,2.834421824,DOWN,-6.047846499,6.34E-05,0.004147155,736.6458965,736.6434882,736.6501076,605.9939885,605.2469899,606.8580171,11,8,3,3278.519253,7111.985324,9439.502235,5462.003724,7414.500452,3622.109963,6860.639326,8710.612607,5170.376927,7249.990124,2149.041225,2744.079825,2932.062945,2163.103425,3434.86659,752.8638071,1850.465083,1497.83118,2119.701922,3048.527283,,[M-H]- 737.654 [M-H-C6H10O4]- 883.713,13
1825,M901T604,3.154941436,DOWN,-5.76906168,6.39E-05,0.004147155,900.7129291,900.705604,900.7154362,603.813009,602.9460049,607.2310185,19,10,9,29863.95545,63012.38566,53959.43849,28393.22552,60238.45517,27169.4569,53656.02037,48796.6146,25652.4093,55222.59322,8472.143493,18722.08952,4813.546864,10661.64892,24184.49692,14517.61915,18246.64945,11130.71719,5278.377151,25327.01656,[382][M+2]-,,9
103,M186T28,1.858954026,UP,5.146560035,6.87E-05,0.004323444,185.9912782,185.9903629,185.9919466,28.07900028,26.32899961,28.8789993,20,10,10,2845.140565,7938.015827,3852.042357,4492.341964,9063.360301,6035.757967,7501.240814,3780.664151,3613.499586,6939.312738,9345.910611,12366.81233,8982.919275,9078.590109,10616.75015,11937.67872,14539.7457,9075.87166,7836.506978,10434.7356,,[M-H-C6H10O5]- 349.061,19
1428,M738T608,1.973091927,DOWN,-5.192982131,7.33E-05,0.004472504,737.6444615,737.6346624,737.6488175,607.518483,606.1490103,608.9360081,10,8,2,3611.497241,4047.084409,7299.937419,4034.980318,4799.228815,4594.367801,3706.355463,5880.877298,4484.497773,5158.926964,2598.523443,2068.309249,3057.137482,3617.946181,2423.643783,694.0939444,1995.899124,1969.335259,3640.499056,2068.183169,,,32
302,M302T29,2.891833287,UP,5.60749931,7.73E-05,0.004535448,302.0499423,302.0489749,302.0513737,28.98300014,28.56300014,31.26900002,7,1,6,1540.265098,1845.384211,313.2310636,1714.617257,3401.19011,1365.330331,2143.671586,1342.265404,1441.554234,2958.242702,4023.602966,7872.956541,4717.83763,3738.511525,5971.542579,3577.261801,7932.107916,4220.144541,3675.113962,6514.063507,,[M-H-HCOOH]- 349.061,19
1441,M743T584,1.895563241,DOWN,-5.155388497,8.29E-05,0.004535448,743.4891841,743.4863491,743.4921097,584.4450164,583.8180205,587.0579837,20,10,10,15836.51683,16107.45354,14360.71236,9569.174059,19146.62007,14333.3015,16224.3363,12950.79311,9197.121006,18968.24427,10472.2132,7032.685975,7362.205481,4800.104803,12060.87743,7777.351704,7891.937583,7437.841339,3166.918882,9386.087786,[266][M]-,,305
1844,M913T601,2.01358867,UP,5.587296464,8.48E-05,0.004535448,912.671813,912.6695848,912.6756245,600.9285207,600.5320009,603.5669859,20,10,10,10283.22352,15472.2752,15715.32047,8780.665154,13367.95621,7331.854714,14190.41753,14986.69167,9010.88263,13638.91277,19031.46481,26729.24733,27251.48811,16633.58893,32840.1775,18155.05034,29265.61696,25772.89802,18095.93752,33449.32265,[388][M]-,,22
92,M174T28,2.33631531,UP,5.02629825,8.84E-05,0.004535448,174.0381074,174.0376998,174.0386665,27.93100029,27.59600077,28.55999983,20,10,10,17447.09566,11474.95207,15130.07492,12934.09913,42969.0824,19643.36464,14320.4766,12826.58845,12158.69279,38870.11988,49080.3144,59541.97603,31262.40084,34350.86881,54719.89576,50097.08835,59316.88026,32177.30344,33505.14079,58011.83226,[6][M]-,[M-H-C5H8O4]- 307.085,19
1548,M786T592,1.34568039,DOWN,-5.213725519,8.99E-05,0.004535448,785.5189855,785.5140381,785.521785,592.4600223,591.4450264,595.4980196,20,10,10,17087.45068,17438.51987,15208.96569,15070.86391,19183.89518,15944.13245,17484.13453,14574.41886,15557.01254,17120.63214,15307.01537,10722.51794,11380.85746,13681.76243,10495.24341,14706.3763,12320.71441,8825.051633,14113.15029,10816.65425,[296][M+1]-,,45
1625,M814T597,1.240266115,DOWN,-5.017595199,9.03E-05,0.004535448,813.5491175,813.5472286,813.5505914,597.2915078,595.8440208,600.4529874,20,10,10,18692.57415,20715.80793,18237.88587,17136.2342,18511.16474,15041.12408,18780.08905,17534.64113,15908.26947,17970.88358,15150.90309,12599.66917,13389.13826,12660.60839,12462.499,16194.81691,15335.3185,15134.50653,16345.35405,14671.03179,[319][M+1]-,,6
1048,M606T464,1.757153514,UP,5.009124583,9.20E-05,0.004535448,606.3794695,606.3764683,606.3876982,464.453001,462.5669861,465.0629983,7,5,2,344.8172103,1415.04072,1535.192633,1883.872805,1966.645694,1361.824069,932.3580028,1709.523603,1370.766961,1176.59138,2372.682034,2117.867664,2213.673171,1965.396031,2779.860873,2850.661761,2657.434937,3204.530496,2107.361887,1797.618084,,,480
1889,M941T604,2.583165625,UP,6.064575509,9.24E-05,0.004535448,940.7006082,940.6925855,940.7043041,603.6265002,603.0890009,605.861024,18,8,10,6740.869868,8051.095089,9978.76728,4201.934479,7759.878446,5397.05696,7438.197499,9191.154658,5924.037698,8327.539632,12737.75695,21700.96139,19919.22171,12558.37292,27145.47681,12821.75853,22401.63696,19915.64093,12903.4896,26493.97972,[405][M]-,,9
1788,M886T607,2.121071144,DOWN,-5.502915066,0.000103078,0.004570311,885.7089736,885.7077137,885.7107098,606.7984953,605.7570076,608.6699823,20,10,10,142937.2593,212204.9613,243419.7335,114475.2321,205317.4287,127449.6928,186255.3844,215550.9217,107155.0167,189486.5274,68456.93343,89526.8295,81530.24892,49449.03433,115597.0878,68988.15562,98051.3475,86804.31348,51439.34356,112501.6626,[371][M]-,[M+Cl]- 850.74 [M-H]- 886.717,32
1352,M719T605,2.317476112,DOWN,-5.734115942,0.000103178,0.004570311,718.6355469,718.6335515,718.6372094,604.9420213,604.1880226,606.9979858,20,10,10,14122.67614,26802.33619,28433.54077,14657.39125,23080.02579,13644.84812,24150.1774,27691.67674,14358.59402,23116.74712,7069.473542,11394.82934,9750.34426,6433.435728,12591.62872,7162.853772,11323.79093,8715.369197,5627.239613,10571.88873,,[M-H-H20]- 737.654,13
1973,M1069T586,2.629963042,UP,5.873777973,0.000103837,0.004570311,1068.673796,1068.66881,1068.679941,585.6414932,585.1549823,589.0980006,20,10,10,1957.099424,4512.763019,4209.436167,2676.877706,3844.814855,1776.285905,3325.3139,3295.57505,2804.37859,3821.104573,5769.714778,10773.51555,7532.629804,6094.918499,11665.48658,5279.117851,11167.39279,9167.971406,5727.402777,11568.85641,[430][M]-,,44
2008,M1181T602,3.251696746,UP,6.103440175,0.000104356,0.004570311,1180.796626,1180.792759,1180.812436,602.3189832,601.8219818,606.4290186,11,4,7,1774.169841,1730.36988,2464.830064,1919.812351,1743.009414,1127.679837,3065.534279,3041.712648,1796.499869,2027.285,5591.232819,7587.532051,5345.691885,4924.521164,8503.115834,3457.380758,7763.576884,8937.685851,4376.558742,10793.24657,,,9
1784,M885T606,1.72590334,DOWN,-5.118813738,0.000105267,0.004570311,884.7044901,884.6932685,884.7116427,605.5499858,602.964975,607.4049844,17,10,7,22622.33575,38435.90663,36212.13687,27974.26266,34078.29656,21693.51734,25530.65544,36697.12761,23817.60405,27599.6892,15377.05636,13974.45679,23015.91712,11002.38272,19528.00285,20571.25304,16868.30944,13826.05815,13220.04862,23345.38791,,,271
1870,M925T582,2.049297875,DOWN,-5.165915509,0.000106709,0.004570311,924.6290616,924.6247539,924.6375561,582.4819885,581.9830096,583.8110274,10,8,2,2059.836599,3881.753209,3149.986524,1849.970095,3118.848399,1919.424737,3672.093296,3014.597822,2533.571721,2294.598781,1222.825498,1651.157042,1522.386436,569.0506528,2105.029429,1281.365565,1918.929431,1199.143768,920.359529,1026.387445,[398][M]-,,223
139,M204T25,2.73739784,UP,5.540446758,0.000128549,0.005350888,204.0021697,204.0014593,204.0030407,24.82499981,24.18400033,26.07099971,18,8,10,5680.398984,4433.244401,2228.562883,7369.568244,7229.251233,5768.525328,3337.992538,2263.243582,6551.039863,6135.613891,14675.09427,16993.81557,5476.87409,11999.87353,17503.76564,14990.78738,19257.05881,7109.300759,12986.07302,18607.64164,,,52
1793,M888T595,1.366110675,DOWN,-5.013286185,0.00013025,0.005350888,887.5671915,887.5654843,887.5682619,594.6599889,594.2580113,597.6440263,20,10,10,149607.3942,180296.0348,128868.7971,164359.7633,175581.4144,135704.9144,164632.9983,114018.0906,150671.9424,166099.8623,109459.1962,117550.4711,82202.11652,116960.619,119675.3526,116852.9987,125123.2694,89067.89057,121838.7314,121120.9448,[373][M]-,,1
1544,M785T592,1.264899779,DOWN,-4.810155852,0.000140259,0.005646829,784.5155182,784.5124003,784.5165744,592.3885243,591.4450264,595.4980196,20,10,10,38996.07745,36982.6633,33452.29098,34963.43181,41357.3359,34150.14113,32632.33942,32047.84573,31458.47811,39597.36469,31325.67922,24345.88763,27207.00764,27790.14403,25125.65478,34766.37919,26048.65713,27119.95224,32099.65907,25329.98833,[296][M]-,[M-H]- 785.523,45
1358,M720T605,2.434317243,DOWN,-5.540471896,0.000152381,0.006014572,719.6398493,719.6351015,719.6428933,604.6139967,604.1860199,606.7129872,17,10,7,7402.822096,11693.10724,14125.48404,7227.992558,10929.45678,6044.246135,12524.96723,14049.11622,5924.447064,11057.66777,3337.969039,5059.952634,4403.988679,2037.429333,5184.497511,3147.586892,5281.371665,4083.587855,3252.945324,5692.243541,,[M-H+HCOOH]- 674.643,9
1792,M887T607,2.121162923,DOWN,-4.971164735,0.000167481,0.006394136,886.7086543,886.6973427,886.7116883,607.16298,605.7570076,609.0340082,20,10,10,85960.60047,128233.0261,143813.6531,65616.72884,124599.1772,73575.91693,110407.3031,129788.2321,61801.19059,116866.2515,44265.97547,57336.04543,48368.67492,28031.98527,79952.05046,42133.98438,57735.81943,28259.43894,30119.70304,74405.53923,[371][M+1]-,,32
141,M206T25,2.434151664,UP,5.36637984,0.000169006,0.006394136,205.9992381,205.9982653,206.0014755,25.05200024,24.11899992,26.05899961,13,5,8,2223.912262,1350.696257,1101.586254,1444.214212,2332.994673,1882.506587,1659.887408,975.0193123,1071.248976,2320.545695,2764.583685,5331.241233,2488.971658,3687.698658,4216.073131,3697.646209,6243.752306,2622.809025,3482.062983,5294.23946,,[M-2H+K]- 169.05,52
1796,M889T595,1.352215091,DOWN,-4.962262676,0.000171527,0.006394136,888.5711578,888.5691001,888.5723489,594.6694739,594.2889841,597.957995,20,10,10,75005.78597,93205.9948,65640.25338,80653.72442,91102.09771,66269.14073,83210.78848,61296.95652,73273.2594,84591.54553,56366.5385,59959.8826,43235.25628,56373.26371,61080.07445,59726.58913,63160.75862,47777.77307,61073.98173,63824.5732,[373][M+1]-,,1
159,M218T47,2.666057787,UP,4.999223375,0.00017898,0.006550676,218.1009944,218.1003093,218.1016528,46.99950051,46.27799961,47.83599938,20,10,10,7320.324971,12894.71279,8650.433754,5107.946926,20126.40877,6958.728182,10143.40289,8067.171145,4862.273187,19212.7821,20605.1061,35985.68895,21997.28422,16376.10609,40040.23433,24224.93564,34850.97813,23961.46871,16711.15882,40768.60738,[8][M]-,,97
1963,M1045T603,2.653937833,DOWN,-5.584662641,0.000197274,0.006962859,1044.761227,1044.758356,1044.763979,603.4644872,602.4499763,605.861024,16,10,6,6200.51723,12669.93275,13622.8554,7482.175662,14470.4923,4852.817678,11710.73964,13497.43879,7420.659494,12113.62724,2726.438685,3513.51928,4119.068819,2674.026966,5815.086773,4684.506638,3051.649541,3685.832492,4019.91001,4912.558111,[427][M]-,,9
10,M102T25,2.668836507,UP,5.140704137,0.000200211,0.006962859,102.0538484,102.0520314,102.0542262,24.97799939,24.19899992,26.34500055,12,5,7,1843.762081,1713.25544,766.6317001,3151.38203,2191.495396,2144.29174,1772.278294,401.6283197,1964.204793,1504.634156,3521.736184,5804.391932,2218.052395,4595.143713,4407.478333,5984.446367,5999.889066,2179.940008,4912.47537,6957.155272,,,52
161,M220T38,1.629361512,DOWN,-4.679351566,0.000200619,0.006962859,219.8431918,219.8422405,219.8442068,38.37500044,37.72900004,39.33099983,20,10,10,24894.53758,16792.94432,23733.94359,21542.11002,15965.2195,27526.9257,24464.85462,23845.44389,25105.94885,15110.59674,18823.49849,12188.54415,16677.97467,17744.71636,9721.447117,10934.15282,12100.42383,9677.724121,16886.13197,9643.138739,,,466
30,M129T29,1.608361906,UP,4.655580413,0.000213306,0.007182648,129.0354374,129.0156178,129.0369767,28.5689993,25.52599929,29.19300014,9,2,6,2024.647624,2311.310403,1330.170953,1115.788282,3108.309021,2098.654504,1372.887103,1547.922085,1718.949567,2371.297515,2601.018544,3461.139585,3100.321047,3433.140168,3004.082822,3772.145757,3447.417323,3092.781666,2259.076325,2387.651745,[2][M+1]-,,19
340,M313T369,1.187700081,UP,4.975284269,0.000215347,0.007182648,313.1789505,313.1781205,313.1796994,368.6090026,367.5979877,368.8199896,20,10,10,10179.03524,10338.54412,11854.2313,12801.6933,11726.34091,9212.357771,10255.11723,12329.99888,12256.34518,10791.26168,13039.56734,12316.08324,12516.8443,12739.13334,13406.03488,13533.14435,13648.67741,13344.71243,14368.35374,13806.90621,[34][M]-,,109
175,M226T24,2.262070584,UP,4.918414632,0.000217656,0.007182648,225.9845832,225.9835987,225.9855319,24.41350055,23.86999949,25.19200024,18,8,10,6931.255407,4800.287073,2862.590778,9124.732852,8374.352971,7139.17782,4695.110799,2931.296128,9370.753488,9828.185429,15283.99503,17113.27467,5896.602392,13795.92857,18926.71836,17373.08044,17902.6441,7504.576641,16093.71154,19536.74496,,[M-H]- 226.995,43
1970,M1063T602,3.682017057,DOWN,-5.517375805,0.00022291,0.007237374,1062.771198,1062.755329,1062.77368,602.3319818,601.8090199,604.1449805,7,7,0,2718.936934,2834.163936,3623.158971,2782.957374,4179.512863,1378.568683,5832.343551,4221.027575,1672.23079,4404.959713,686.7943426,1160.007037,651.6740433,504.1066865,1607.445109,1035.339223,1049.338836,729.8596753,423.7811378,1290.085335,[429][M]-,,263
1579,M795T596,1.273096192,DOWN,-4.616420704,0.000228295,0.00729457,794.569657,794.5653975,794.5728344,596.0275113,595.3760263,599.995986,18,10,8,15529.00867,13040.78176,14812.10001,15343.37847,15060.7004,13478.00953,11376.78685,15094.76976,14959.26294,15651.79483,9672.91461,9184.327715,11886.27945,13528.89752,10133.15499,12231.97229,13150.26568,10071.30435,13088.58225,10434.61598,[307][M]-,,17
