probeset_id,gene_symbol,pvalue,FDR,logFC,LCC1-P18.CEL,LCC1-P19.CEL,LCC1-P20.CEL,LCC9 -P12.CEL,LCC9 -P13.CEL,LCC9 -P14.CEL
226907_at,PPP1R14C,1.43547E-08,1.74077E-06,2.186907249,5.526945711,5.142237508,5.21840404,7.482063526,7.486260701,7.479984779
231849_at,KRT80,1.43151E-08,1.74077E-06,-1.421965752,10.10128638,10.19624008,10.12766485,8.668924418,8.735215842,8.755153797
226875_at,DOCK11,1.45369E-08,1.74387E-06,-1.741817901,6.455127774,6.582809205,6.540494623,4.721590338,4.920502148,4.710885414
218546_at,C1orf115,1.46227E-08,1.74693E-06,-1.327028773,9.515201739,9.494949902,9.474902773,8.195108002,8.144146084,8.16471401
218806_s_at,VAV3,1.54918E-08,1.84521E-06,2.967385904,6.205452793,5.855632212,5.855632212,8.743940291,9.205459633,8.869475005
207086_x_at,GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE2A /// GAGE2B /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8,1.55907E-08,1.84773E-06,2.251315738,4.345538815,4.590879768,4.58712818,6.665144612,6.948815739,6.663533625
225835_at,SLC12A2,1.59811E-08,1.88559E-06,-1.577295218,11.88228151,11.78935352,11.83446838,10.22356608,10.36778792,10.18286376
221974_at,IPW /// LOC100506948 /// SNORD107 /// SNORD115-13 /// SNORD115-26 /// SNORD115-7 /// SNORD116-28 /// SNRPN,1.60918E-08,1.88789E-06,3.888989463,3.035923609,3.246952773,3.355561982,6.701061131,7.500202971,7.104142651
236496_at,DEGS2,1.63535E-08,1.9135E-06,-1.335370446,8.563797043,8.632552285,8.565176775,7.226536674,7.267206221,7.26167187
242342_at,GUCY1A2,1.67359E-08,1.93885E-06,1.70703211,5.523449139,5.552019627,5.685008579,7.322348312,7.379048199,7.180177163
201522_x_at,PAR-SN /// SNORD107 /// SNRPN /// SNURF,1.68017E-08,1.94086E-06,4.151697418,5.92540467,5.594678068,6.512061693,10.2103914,10.15194789,10.12489739
203407_at,PPL,1.70926E-08,1.96583E-06,-1.521675214,9.713426773,9.857973417,9.727941198,8.177458652,8.273593731,8.283263362
204401_at,KCNN4,1.73732E-08,1.9809E-06,2.017247473,7.695273373,7.408915568,7.4154162,9.559462761,9.588836385,9.423048413
209324_s_at,RGS16,1.74021E-08,1.9809E-06,1.696298638,6.968554952,7.182371095,6.989457458,8.786567651,8.771299268,8.671412499
203180_at,ALDH1A3,1.74756E-08,1.98266E-06,-1.736418318,7.097930762,7.318070362,7.335575281,5.567421479,5.498231207,5.476668766
201313_at,ENO2,1.80983E-08,2.03101E-06,-1.303236306,9.01278394,9.040305007,9.049516796,7.748202706,7.693007529,7.751686591
218885_s_at,GALNT12,1.81109E-08,2.03101E-06,-1.438048872,11.35629883,11.43068292,11.3887537,9.871717596,10.01082385,9.979047394
229823_at,RIMS2,1.84026E-08,2.05484E-06,-1.751524616,7.254664632,7.266756862,7.311701084,5.434119919,5.689781842,5.45464697
217728_at,S100A6,1.89375E-08,2.10068E-06,-1.443055164,12.86783319,12.90748774,12.88037256,11.50840759,11.3496129,11.4685075
213050_at,COBL,1.92287E-08,2.11398E-06,-1.782433141,9.577779583,9.726491706,9.597926182,7.730818879,7.98737679,7.836702382
241367_at,TEX19,1.91517E-08,2.11398E-06,1.32049882,7.644248039,7.656994994,7.600725911,8.985027644,8.909746317,8.968691445
202986_at,ARNT2,2.00332E-08,2.19178E-06,-1.67399657,7.244986809,7.295910947,7.049754418,5.562541745,5.51155713,5.49456359
222272_x_at,SCIN,2.03336E-08,2.21431E-06,1.523772281,7.249680185,7.217720278,7.392511036,8.830900767,8.847965186,8.752362389
217388_s_at,KYNU,2.03808E-08,2.21491E-06,1.46682231,8.202170281,8.214536748,8.320846918,9.677344569,9.790320106,9.670356201
221881_s_at,CLIC4,2.05969E-08,2.22632E-06,1.466220356,5.59643588,5.533502978,5.574347273,6.99402998,6.973160148,7.135757071
211986_at,AHNAK,2.12091E-08,2.28065E-06,-1.430861568,10.91108132,10.86284109,10.82857562,9.520701689,9.371315558,9.417896084
204151_x_at,AKR1C1,2.28788E-08,2.4083E-06,1.53680821,11.02122621,11.09189602,11.17766155,12.70434399,12.54380951,12.65305491
205870_at,BDKRB2,2.28996E-08,2.4083E-06,1.312445534,6.970245266,7.017758784,7.044692589,8.286880078,8.312803589,8.370349573
212509_s_at,MXRA7,2.26609E-08,2.4083E-06,-1.707374194,8.136358207,8.250552087,8.230732068,6.52788106,6.613097994,6.354540724
225667_s_at,FAM84A,2.2699E-08,2.4083E-06,-1.389563376,9.702678908,9.83226331,9.727311039,8.332050718,8.352593099,8.408919311
232105_at,BLACAT1,2.25217E-08,2.4083E-06,1.801337244,3.985623102,3.852930651,3.863708896,5.565907482,5.688829606,5.851537293
229163_at,CAMK2N1,2.36491E-08,2.47084E-06,-1.797503711,7.573674419,7.637802621,7.369844248,5.680442573,5.683846071,5.82452151
209699_x_at,AKR1C2 /// LOC101060798,2.40031E-08,2.50155E-06,1.406319134,11.07090374,11.21097665,11.21469891,12.58002885,12.54197354,12.59353432
209459_s_at,ABAT,2.45606E-08,2.55274E-06,-2.219392104,11.21646373,11.38162256,11.28335641,8.849805836,9.27618827,9.097272288
212593_s_at,MIR4680 /// PDCD4,2.53487E-08,2.61381E-06,1.428257573,10.75284826,10.64095665,10.76722131,12.12492759,12.22044226,12.10042909
1560850_at,AC008268.1 /// OTTHUMG00000155185,2.60466E-08,2.67435E-06,1.520767332,7.564778171,7.725687354,7.522606155,9.079230904,9.134541334,9.161601439
205013_s_at,ADORA2A /// SPECC1L-ADORA2A,2.6501E-08,2.70208E-06,2.593011084,6.172268083,6.054970297,6.59782806,8.843252528,8.893201711,8.867645454
205498_at,GHR,2.63972E-08,2.70208E-06,-1.733727828,8.177591539,7.94992557,8.048500743,6.271997839,6.446447088,6.256389442
204670_x_at,HLA-DRB1 /// HLA-DRB4 /// LOC100507709 /// LOC100507714,2.75647E-08,2.80206E-06,-1.663719494,8.064129701,8.032261006,8.243176205,6.543634298,6.365698085,6.439076046
236595_at,---,2.82946E-08,2.86074E-06,2.165537059,4.656529788,4.934561862,5.06107342,6.942973371,7.120674968,7.085127907
207847_s_at,MUC1,2.88405E-08,2.8841E-06,-1.38230466,9.509043229,9.669513738,9.620618904,8.251054487,8.212554343,8.188653063
215189_at,KRT86 /// LOC100509764,2.88595E-08,2.8841E-06,-1.333408995,8.525507489,8.643248276,8.519738252,7.247470696,7.197094956,7.24370138
225855_at,EPB41L5,2.87001E-08,2.8841E-06,-1.698197306,8.050872771,8.006848484,8.02207423,6.19155355,6.489864113,6.303785903
224428_s_at,CDCA7,2.90595E-08,2.89175E-06,-1.50113465,10.05580289,9.888460943,9.92899519,8.376962177,8.526463695,8.4664292
214307_at,HGD,2.95113E-08,2.90687E-06,2.624066817,4.693527671,4.225024222,4.453145094,6.880024548,7.230439693,7.133433196
219722_s_at,GDPD3,2.94804E-08,2.90687E-06,-1.660107124,7.731572722,7.867776083,7.788289636,6.144790399,6.001978577,6.260548094
207528_s_at,SLC7A11,3.04529E-08,2.99013E-06,1.535197731,5.60620656,5.599092532,5.395016697,7.083656281,7.089670065,7.032582637
211597_s_at,HOPX,3.0558E-08,2.99013E-06,-1.665424959,7.925078488,8.006811179,7.970248014,6.463272002,6.25195231,6.190638493
205350_at,CRABP1,3.14736E-08,3.0653E-06,-1.937163901,8.404601481,8.401795834,8.280105639,6.463552852,6.585243047,6.226215351
205899_at,CCNA1,3.18867E-08,3.06606E-06,1.670645888,6.685973902,6.865052631,6.668563842,8.341605409,8.531556153,8.358366478
222557_at,STMN3,3.18762E-08,3.06606E-06,1.228429858,8.734681019,8.809061544,8.80065655,9.990091096,10.02145036,10.01814723
227182_at,SUSD3,3.18484E-08,3.06606E-06,1.58121699,8.334090014,8.441746855,8.532002555,9.912381557,10.06075645,10.07835238
202831_at,GPX2,3.25085E-08,3.11098E-06,1.275798737,8.039647141,8.128743207,8.13037221,9.333848461,9.390486167,9.401824139
204595_s_at,STC1,3.27928E-08,3.12693E-06,2.25895371,5.85826454,5.743567466,6.007280332,7.905921011,8.320755576,8.15929688
227420_at,TNFAIP8L1,3.35121E-08,3.18074E-06,1.573649632,5.507853957,5.550176096,5.354795185,6.948857583,7.063995134,7.120921417
215537_x_at,DDAH2,3.41191E-08,3.22465E-06,-1.29868943,9.159658093,9.292754836,9.228331171,7.910574076,7.911449258,7.962652476
229292_at,EPB41L5,3.51494E-08,3.30588E-06,-1.597590582,11.6269,11.45457652,11.56058046,9.833700881,10.0562102,9.959374146
207267_s_at,RIPPLY3,3.65452E-08,3.42399E-06,-1.812035609,8.870316682,9.084953572,9.03739968,7.106997319,7.348983264,7.100582523
220057_at,XAGE1A /// XAGE1B /// XAGE1C /// XAGE1D /// XAGE1E,3.68298E-08,3.43838E-06,2.488838864,6.395174873,6.370841049,5.898169978,8.650787527,8.770775954,8.70913901
226659_at,DEF6,3.73171E-08,3.47127E-06,2.436231854,5.54086295,6.065678316,5.694420448,8.119717606,8.24814013,8.241799539
210896_s_at,ASPH,3.75899E-08,3.47163E-06,1.531450228,7.686899974,7.707640927,7.796485997,9.152302147,9.385924392,9.247151045
232276_at,HS6ST3,3.74569E-08,3.47163E-06,-2.916411919,8.623209076,8.595460996,8.42226787,5.728761396,5.260986265,5.901954523
211138_s_at,KMO,3.82811E-08,3.5224E-06,2.603635427,4.572299135,4.451447087,4.07900012,6.986628103,7.127220169,6.799804352
227921_at,---,3.93896E-08,3.60941E-06,-1.250087113,10.02034774,9.936346793,9.948095861,8.766071205,8.674058438,8.714399414
236208_at,MOCS2,4.01908E-08,3.66837E-06,1.482144802,5.452178483,5.258459461,5.340189344,6.744362206,6.872621008,6.88027848
222895_s_at,BCL11B,4.08506E-08,3.71778E-06,1.470856616,8.530138939,8.691586849,8.551685207,9.964174001,10.1124292,10.10937765
202948_at,IL1R1,4.13344E-08,3.73964E-06,-2.331164312,6.699906653,6.368145061,6.507146301,4.122622692,4.430362225,4.028720162
218212_s_at,MOCS2,4.15344E-08,3.7433E-06,1.42504253,9.569846384,9.426009196,9.432518728,10.83920757,10.98895314,10.87534119
211484_s_at,DSCAM,4.33002E-08,3.8907E-06,1.440696988,5.28043216,5.369566692,5.23871092,6.728530142,6.837768124,6.64450247
219474_at,C3orf52,4.39559E-08,3.92353E-06,-2.41684539,8.059454031,7.987587153,7.927697526,5.87104233,5.52820381,5.324956399
229544_at,---,4.404E-08,3.92353E-06,1.340731031,6.428397867,6.505263841,6.35698685,7.710998827,7.830959259,7.770883567
205051_s_at,KIT,4.4633E-08,3.94981E-06,2.944705643,4.896008797,4.593116897,4.871573397,7.732896762,8.051580989,7.410338269
210987_x_at,TPM1,4.47131E-08,3.94981E-06,-1.200452652,11.88532521,11.91065096,11.86630754,10.63227829,10.70200516,10.72664231
243880_at,GOSR2,4.47724E-08,3.94981E-06,1.653396687,4.859864194,4.819435226,4.803537285,6.307038217,6.61594848,6.52004007
230836_at,ST8SIA4,4.49743E-08,3.95258E-06,-2.128493234,8.647619615,8.479305333,8.474990028,6.245628623,6.655601513,6.315205138
1555324_at,PTK7,4.57674E-08,4.00784E-06,1.415578634,5.808062322,6.028574943,5.875880235,7.325333687,7.299618373,7.334301343
227235_at,GUCY1A3,4.64398E-08,4.04525E-06,1.9844528,4.992457404,5.187735287,5.212285295,6.997808793,7.325643382,7.022384213
220038_at,C8orf44-SGK3 /// SGK3,4.69017E-08,4.0737E-06,3.099033923,3.823147458,3.4288202,3.812835555,6.438789059,7.051787149,6.871328774
207938_at,PI15,4.73902E-08,4.10194E-06,1.868798526,4.605040985,5.003981121,4.776166768,6.651302058,6.667292572,6.672989823
230163_at,GFRA1,4.78378E-08,4.12134E-06,1.230095742,8.014695202,8.121912547,8.054447641,9.246532355,9.314708064,9.320102196
210046_s_at,IDH2,4.8622E-08,4.17497E-06,-1.211535364,11.26645678,11.36429649,11.36467249,10.09113844,10.12656965,10.14311158
1557147_a_at,---,4.98297E-08,4.1831E-06,1.658434211,6.347223417,6.139872526,6.454694704,7.966058337,7.933049186,8.017985758
206488_s_at,CD36,4.89149E-08,4.1831E-06,1.90638702,5.254666667,5.507649316,5.553752431,7.202805801,7.462459633,7.369964041
208306_x_at,HLA-DRB1 /// LOC100507709 /// LOC100507714,5.03238E-08,4.1831E-06,-1.687477171,8.498627511,8.528805019,8.511658068,6.97583069,6.640080129,6.860748267
209210_s_at,FERMT2,5.03371E-08,4.1831E-06,-1.878491194,11.30010671,11.09670654,11.0852995,9.139665958,9.462759959,9.244213248
209325_s_at,RGS16,5.02275E-08,4.1831E-06,1.562632507,6.753258724,6.973972498,6.715969579,8.319793107,8.403564126,8.407741088
209710_at,GATA2,4.9582E-08,4.1831E-06,-1.576879974,9.315889812,9.588628102,9.410258864,7.79486338,7.885909418,7.903364058
223694_at,TRIM7,4.96746E-08,4.1831E-06,-1.475841263,10.41237787,10.55430461,10.44475846,8.876087653,9.084085554,9.023743943
225496_s_at,SYTL2,4.9519E-08,4.1831E-06,-1.312286037,10.89136455,10.78287266,10.85879291,9.447864588,9.589628548,9.558678872
229553_at,PGM2L1,4.98706E-08,4.1831E-06,2.381633638,3.994030122,3.878464624,4.077200715,6.066239116,6.576345419,6.45201184
201753_s_at,ADD3,5.09013E-08,4.18844E-06,1.364203552,7.67786065,7.519799799,7.505221976,8.879125378,8.970987879,8.945379824
209135_at,ASPH,5.06628E-08,4.18844E-06,1.364719972,8.856604146,8.750238631,8.830892486,10.07777936,10.25693024,10.19718558
226726_at,MBOAT2,5.08173E-08,4.18844E-06,-1.354187129,10.24428848,10.10864612,10.07932806,8.841106857,8.798791911,8.729802511
207302_at,SGCG,5.25284E-08,0.000004305,-1.614433184,7.432908461,7.582523286,7.311433532,5.764855757,5.922798589,5.79591138
213711_at,KRT81,5.44793E-08,4.43797E-06,-2.528148901,9.690231449,9.753850747,9.80510453,7.437507173,6.872560215,7.354672634
228773_at,LOC100506100,5.45355E-08,4.43797E-06,1.339379687,7.913491954,8.068946643,8.086698554,9.401120076,9.36642015,9.319735984
211124_s_at,KITLG,5.51598E-08,4.47941E-06,-2.665592607,6.649998851,6.663433609,6.449914996,3.628081753,4.245075885,3.893411995
209726_at,CA11,5.54626E-08,4.48823E-06,1.985956443,5.136969216,4.951681778,5.382658894,7.069858296,7.198638075,7.160682845
230261_at,ST8SIA4,5.61107E-08,4.52116E-06,-1.982877934,7.545021946,7.412108538,7.365814288,5.284580078,5.685804916,5.403925976
1556619_at,SHISA9,5.66534E-08,4.55386E-06,-1.735421297,6.526844535,6.491185482,6.427951896,4.820539439,4.874990361,4.544188222
222925_at,DCDC2,5.70585E-08,4.57034E-06,-1.327945297,6.597066125,6.737383412,6.589213838,5.248314971,5.366556115,5.324956399
224959_at,SLC26A2,5.75969E-08,4.59468E-06,1.713393697,9.376648501,9.130912231,9.107480367,10.92420924,11.01802099,10.81299195
222549_at,CLDN1,5.77571E-08,4.595E-06,-1.416178234,9.619940665,9.519316347,9.437153921,8.134754245,8.176290748,8.016831236
210272_at,CYP2B7P1,5.89005E-08,4.66663E-06,2.12278612,4.676901669,5.060190697,4.774479839,7.127331777,6.829233998,6.923364789
201666_at,TIMP1,5.92953E-08,4.66679E-06,-1.175752948,9.959494248,10.01130683,10.03871881,8.791241511,8.813630055,8.877389476
207399_at,BFSP2,5.93415E-08,4.66679E-06,2.535673406,5.007707971,4.620490276,4.957241633,7.13538846,7.590298645,7.466772994
222835_at,THSD4,5.95167E-08,4.66687E-06,-1.440093246,10.09297918,10.26848409,10.18039561,8.632552285,8.775483442,8.813543407
201694_s_at,EGR1,6.30303E-08,4.92492E-06,-2.333297706,8.413028688,8.789725651,8.636811386,6.220914403,6.099727615,6.519030588
210695_s_at,WWOX,6.52561E-08,5.08776E-06,-1.229480906,8.653972901,8.691221184,8.796421012,7.451353684,7.478850755,7.522967941
209641_s_at,ABCC3,6.57459E-08,5.10197E-06,-1.456844443,8.021254329,7.851103412,8.113311995,6.520518997,6.519030588,6.575586822
214453_s_at,IFI44,6.66432E-08,5.12099E-06,2.131511725,4.123777589,3.934469587,4.269853747,6.288878319,6.407323125,6.026434653
225681_at,CTHRC1,6.6565E-08,5.12099E-06,-1.756007184,7.615557395,7.830973592,7.659470145,5.772011929,5.988090235,6.077877416
226604_at,TMTC3,6.6576E-08,5.12099E-06,-1.742924701,11.21687404,11.3698369,11.43087597,9.5392436,9.773744999,9.475824215
226810_at,OGFRL1,6.79748E-08,5.21156E-06,-1.404207613,10.12460246,10.03763749,10.11978169,8.604272914,8.823335855,8.641790033
209114_at,TSPAN1,6.85436E-08,5.23278E-06,-1.669692121,8.181721007,8.39437222,8.181318668,6.451446546,6.713602316,6.58328667
205440_s_at,NPY1R,6.93114E-08,5.2767E-06,1.503054771,6.984672051,7.065813171,7.120935594,8.498093192,8.711213396,8.471278541
218847_at,IGF2BP2,6.99373E-08,5.30516E-06,-1.283151582,8.111219474,8.148577655,8.020424601,6.726378052,6.834240401,6.87014853
201884_at,CEACAM5,7.02511E-08,5.31831E-06,-2.018222654,6.976105639,6.857661986,6.625602354,4.725891119,4.690980429,4.98783047
222154_s_at,SPATS2L,7.13138E-08,5.37662E-06,-1.237526079,9.73295498,9.660397306,9.718501094,8.374859682,8.519087644,8.505327817
1555935_s_at,HUNK,7.18197E-08,5.39697E-06,-1.709043184,7.909083067,8.282702009,8.133841138,6.402338693,6.411822548,6.38433542
201195_s_at,SLC7A5,7.26848E-08,5.40287E-06,1.278338497,11.39881622,11.55552004,11.57400082,12.79456621,12.75776632,12.81102004
205097_at,SLC26A2,7.28252E-08,5.40287E-06,1.701815952,8.195734577,7.914154712,8.017985758,9.632233093,9.875108516,9.725981293
217995_at,SQRDL,7.26551E-08,5.40287E-06,-1.1712333,10.5137185,10.61551758,10.49789654,9.343899908,9.395987055,9.373545757
225081_s_at,CDCA7L,7.2337E-08,5.40287E-06,-1.13909665,9.659183912,9.771208716,9.716194193,8.566072291,8.576517115,8.586707464
209890_at,TSPAN5,7.39529E-08,5.44526E-06,1.406310429,5.578946627,5.735262531,5.753122373,7.192063109,7.076476715,7.017722993
220994_s_at,STXBP6,7.41001E-08,5.44526E-06,1.450174045,5.760644442,5.686487279,5.774683356,7.084378201,7.338057474,7.149901535
225579_at,PQLC3,7.42683E-08,5.44526E-06,-1.226701434,10.6970559,10.77462999,10.69686947,9.486589971,9.575105925,9.426755171
242918_at,NASP,7.41407E-08,5.44526E-06,-1.210091488,7.10987528,7.100700941,7.100773214,5.806182748,5.968809218,5.906083003
1555461_at,---,7.48784E-08,5.47213E-06,1.307955635,7.454123751,7.564377127,7.519434552,8.741020611,8.923392526,8.797389198
218677_at,S100A14,7.75231E-08,5.64155E-06,-1.35708791,10.98743552,11.08077508,10.99421417,9.772091214,9.666402365,9.552667463
232361_s_at,EHF,7.77319E-08,5.64155E-06,1.294347826,6.412840709,6.260276592,6.340224521,7.608810742,7.715628129,7.57194643
219957_at,RUFY2,7.80067E-08,5.64585E-06,-1.55479727,7.249317285,7.131674131,7.354907362,5.5760671,5.682644639,5.812795228
224189_x_at,EHF,7.85653E-08,5.67178E-06,1.555509854,4.835968958,4.751627039,4.77976258,6.191054435,6.337002582,6.505831123
201116_s_at,CPE,7.89448E-08,5.67596E-06,-1.283416598,9.760026056,9.729330223,9.760011468,8.394213853,8.584479948,8.420424153
236122_at,---,7.95549E-08,5.7088E-06,-1.116432412,7.932300479,7.979699799,7.956149378,6.789690172,6.844992231,6.884170018
213768_s_at,ASCL1,8.24463E-08,5.8916E-06,2.600980826,4.973034157,4.96811833,4.961698156,7.256021191,7.933718911,7.51605302
203439_s_at,STC2,8.41358E-08,5.97671E-06,-1.525364046,8.490358785,8.768032999,8.693360765,7.204479703,7.100267215,7.070913492
243356_at,---,8.38526E-08,5.97671E-06,-1.755893243,7.417939458,7.76545415,7.646576724,5.784426084,5.968766062,5.809098457
204790_at,SMAD7,8.47833E-08,6.00825E-06,-1.480079973,8.564979074,8.737022642,8.718650322,7.059037202,7.279639722,7.241735194
218974_at,SOBP,8.54027E-08,6.01442E-06,-1.199716205,9.220393532,9.331595685,9.255138206,8.001864621,8.077928,8.128186188
226722_at,FAM20C,8.52547E-08,6.01442E-06,-1.299810277,9.668705097,9.758765751,9.883126591,8.459677635,8.50395533,8.447533642
200974_at,ACTA2,8.72928E-08,6.12982E-06,-1.388829569,9.354788959,9.566982071,9.437672834,7.973013776,8.109133095,8.110808288
207739_s_at,GAGE1 /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE2A /// GAGE2B /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE3 /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8,8.78698E-08,6.13092E-06,1.880527612,4.407438351,4.435766558,4.706503538,6.278880307,6.573319555,6.33909142
220779_at,PADI3,8.80833E-08,6.13092E-06,2.176665644,4.526558916,4.923910058,4.972811394,6.867214859,6.96245037,7.123612071
224146_s_at,ABCC11,8.80379E-08,6.13092E-06,2.387541146,4.231615607,3.842999818,3.747932287,6.130268413,6.385422456,6.469480281
220745_at,IL19,9.01225E-08,6.25155E-06,1.846815292,6.183674283,5.977950292,6.376212892,8.108801387,8.051604243,7.917877713
228802_at,RBPMS2,9.06398E-08,6.2677E-06,-1.504162865,8.516518796,8.766748832,8.491457786,7.117746654,7.107649232,7.036840934
1553743_at,METTL21A,9.11631E-08,6.29065E-06,-1.341063956,6.268260261,6.153994509,6.140529108,4.738307634,4.859942761,4.941341615
202262_x_at,DDAH2,9.32143E-08,6.40975E-06,-1.179210502,9.190579803,9.330927556,9.209968627,8.046988714,8.043728022,8.103127745
200924_s_at,SLC3A2,9.5299E-08,6.49702E-06,1.092115918,9.589202025,9.602613724,9.584684923,10.62476354,10.70473709,10.7233478
209173_at,AGR2,9.48483E-08,6.49702E-06,-1.042577126,11.12776769,11.09002913,11.09559057,10.04890807,10.06843925,10.06830868
219932_at,SLC27A6,9.50843E-08,6.49702E-06,-1.19120042,8.961521861,8.918081052,8.927523726,7.706620144,7.841258402,7.685646833
212448_at,NEDD4L,9.59554E-08,6.52577E-06,-1.307726072,7.430568817,7.355051873,7.260574356,6.076892901,5.947305092,6.098818836
217678_at,SLC7A11,9.72325E-08,6.58825E-06,2.091958297,4.441351811,4.181152008,4.376994755,6.312135631,6.690056115,6.273181718
209406_at,BAG2,9.83689E-08,6.63126E-06,1.548884108,7.700344422,7.641310653,7.6032242,9.040732108,9.36642015,9.18437934
217853_at,TNS3,9.82439E-08,6.63126E-06,-1.329037113,9.507465248,9.716125525,9.553259335,8.273906236,8.315122843,8.20070969
209267_s_at,SLC39A8,1.01209E-07,6.7483E-06,-1.263290885,10.01244435,10.01159808,9.977304045,8.619537767,8.830436199,8.761499858
