,name,fold,Direction,tstat,pvalue,FDR,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,LCC1,LCC9,20130426_AYESHA_CELL_POS_1001,20130426_AYESHA_CELL_POS_1101,20130426_AYESHA_CELL_POS_1201,20130426_AYESHA_CELL_POS_2001,20130426_AYESHA_CELL_POS_2101,20130426_AYESHA_CELL_POS_2201,20130426_AYESHA_CELL_POS_2301,20130426_AYESHA_CELL_POS_2401,20130426_AYESHA_CELL_POS_801,20130426_AYESHA_CELL_POS_901,20130426_AYESHA_CELL_POS_1401,20130426_AYESHA_CELL_POS_1501,20130426_AYESHA_CELL_POS_1601,20130426_AYESHA_CELL_POS_1701,20130426_AYESHA_CELL_POS_1801,20130426_AYESHA_CELL_POS_2601,20130426_AYESHA_CELL_POS_2701,20130426_AYESHA_CELL_POS_2801,20130426_AYESHA_CELL_POS_2901,20130426_AYESHA_CELL_POS_3001,isotopes,adduct,pcgroup
4460,M841T598_2,1.467815944,UP,14.68266176,8.05E-11,3.62005E-07,840.6475394,840.6455872,840.6490486,598.434503,598.1989996,598.7580037,20,10,10,173376.5104,157028.6865,145916.3025,162201.0397,155822.0857,169119.1717,158855.4162,145422.4143,157807.8234,168899.249,225805.4414,248896.0436,253334.0401,230896.0351,239890.4881,218903.2316,231442.4517,241272.1075,211202.6472,238714.7366,[879][M]+,[M+H]+ 839.641,7
4465,M842T599,1.386443778,UP,12.86156099,1.89E-10,4.24914E-07,841.651178,841.6498107,841.652253,598.5175105,598.2299724,598.7580037,20,10,10,102040.7358,86889.85436,84270.05454,86549.83939,88792.18752,94030.24625,85527.8018,80088.5602,84484.47838,92687.49494,120067.0812,123709.9286,132111.2067,120699.5506,126351.5171,114443.2502,124878.7972,128015.6954,114315.5072,122911.0665,[879][M+1]+,,7
4455,M840T603,3.066043712,DOWN,-15.8698985,1.69E-09,2.52738E-06,839.7025508,839.7015406,839.7046854,603.2345077,602.9260254,603.591024,20,10,10,528595.2769,428948.8319,517419.4956,372494.1919,449718.0074,507920.9424,409127.5326,502525.8444,387195.7936,459846.2724,151742.0754,112807.3088,193306.7396,148569.2968,147014.1131,136992.8501,136790.58,185388.5519,143334.721,132549.2375,[878][M]+,,4
4461,M841T603,3.873272462,DOWN,-12.7984469,1.02E-07,0.000114295,840.7043734,840.7023623,840.7240735,603.405024,602.8940227,607.4039714,20,10,10,310147.8128,205883.9629,280408.4632,217616.0502,264741.7996,246916.1884,195754.8104,251093.3871,169780.6657,238804.7931,58160.09146,54574.31455,88165.34868,58812.73333,67309.21719,53743.07152,49753.77642,68770.65888,67666.2472,47808.40182,[878][M+1]+,,4
3640,M723T608,2.492729464,UP,9.047058774,2.12E-07,0.000190641,722.6641101,722.6584846,722.6662664,607.9709932,607.6829987,609.0390218,15,6,9,6193.734123,6955.807532,8805.435143,8200.346845,7458.204434,8626.27032,3897.017047,8245.905739,5240.489194,10959.01712,18756.42936,17862.5791,23074.77436,14420.33273,19843.7153,19888.89828,14247.67035,24347.77798,16612.61477,16858.52375,[674][M]+,[M+Na+HCOOH]+ 653.669,46
4446,M838T604,2.349697098,DOWN,-8.031086913,7.85E-07,0.000588206,837.6943627,837.684162,837.6986228,603.6540199,601.7070036,606.5630014,13,9,4,29114.58564,44229.51797,51990.25039,32934.25884,32498.82259,33692.37898,37714.7261,43189.73764,30768.77138,38401.84994,19270.25333,9449.304627,23307.99431,9461.938391,17591.34525,19686.28874,13800.13674,12996.0027,16986.37326,16847.46103,[874][M+1]+,,4
4451,M839T605,1.921048911,DOWN,-8.793046683,1.12E-06,0.000634711,838.713508,838.7112108,838.7174351,604.8629961,604.4919777,605.400009,20,10,10,202089.848,152756.3442,193338.6081,132598.7026,158916.7482,195977.5945,147885.7057,188475.25,134767.3,156352.8318,83944.57341,78771.41407,111517.3891,79082.76852,84935.07463,81579.70509,80186.79073,103856.1419,85081.62986,76800.1544,,[M+H+HCOOH]+ 791.701,12
4059,M778T608,2.208833341,DOWN,-7.323574478,1.13E-06,0.000634711,777.7795897,777.7665644,777.7853619,607.9709932,607.4379768,608.8939891,19,10,9,6808.805099,7524.43584,6194.459804,6770.268033,7404.446108,8089.822612,6470.386254,4973.930929,6319.551155,8478.609735,3088.79994,2848.435973,4045.160946,4947.250828,1683.032683,4229.203228,1855.633175,2496.374846,4623.373059,1436.662126,,[M+H+HCOOH]+ 730.78,46
3815,M747T623,3.094601875,UP,9.966502083,1.53E-06,0.000766606,746.6795268,746.6711633,746.6850916,622.5849771,621.4499812,623.337973,7,0,7,821.2696928,987.78526,709.4354283,963.6290659,793.2393663,924.7482596,783.4411657,1069.242299,1188.494799,904.1167108,2921.76225,3588.754894,2259.507244,2371.449485,3172.316405,3516.520217,2247.721053,1933.885798,2936.607163,3352.85382,,,424
4196,M795T605,2.130769529,UP,8.245665665,2.95E-06,0.001326041,794.686095,794.6799736,794.689562,604.8974981,604.4919777,605.812009,18,8,10,17308.15642,14079.43394,14505.87749,14600.98415,13527.50947,19214.30119,12041.43373,14994.24285,10884.22755,14394.95596,23672.86384,31867.99052,36673.58001,28213.62519,37006.42151,22347.64579,34212.93293,35287.36035,24373.36488,36480.11218,[812][M]+,[M+K]+ 755.713,12
4117,M785T602,1.770487839,UP,7.344305114,3.34E-06,0.001364183,784.6659201,784.6636182,784.6697336,602.4404743,602.1309723,603.0229927,16,6,10,17020.61771,12664.53168,18754.71167,14542.09226,16559.59843,12734.17818,15678.16061,16198.76227,11625.59427,18842.34065,29691.09182,31302.89776,26808.42351,20316.88249,31545.70069,28167.31218,33167.65758,24666.01063,20339.07555,27748.81799,,[2M+Na+K]2+ 753.695,4
3249,M675T605,3.149482241,DOWN,-8.195336114,4.19E-06,0.0015068,674.6438666,674.6416695,674.6494434,604.8629961,604.0390186,605.812009,20,10,10,47271.04199,33662.14131,35044.91109,23023.24488,35654.72474,43931.47156,29568.53016,25044.6955,23448.74799,33918.05122,5891.087711,10599.20789,15647.78321,12336.38688,9968.733106,7174.93581,11238.35466,13853.31723,7993.892919,10255.63523,[574][M]+,[M+Na]+ 651.651 [M+H]+ 673.636,12
924,M304T326,4.956532311,UP,6.559617321,4.41E-06,0.0015068,304.2851453,304.2827201,304.2855744,326.293989,325.6589985,326.9460094,17,7,10,1655.886173,2326.396276,26130.77331,7561.113552,2611.535375,1781.331437,2093.132864,23405.373,6854.780607,2273.720484,40447.68205,33330.44701,50755.28868,23516.73698,54051.69993,36618.65101,28599.00239,46022.1369,21217.33083,45577.52686,[119][M]+,,124
1845,M449T24_2,2.475563868,DOWN,-6.458142719,4.85E-06,0.0015068,448.7955264,448.7859294,448.8010759,24.27300076,23.53100002,25.49599929,5,0,5,1086.977325,672.1928409,1149.067352,1439.304851,1016.26727,860.4902849,752.682723,902.7317929,1063.618564,1122.745435,677.6419064,456.2758275,314.7396467,550.6393355,611.2666425,257.8850001,218.0743851,198.8300047,601.5884779,179.2347946,,,39
3119,M659T608,1.838746627,DOWN,-8.392112724,5.10E-06,0.0015068,658.6488848,658.6478026,658.6496121,607.745,607.4930191,608.2259946,20,10,10,145891.8992,105758.3768,125126.0072,97181.99738,137628.02,147623.373,103696.2668,119172.6169,99820.69964,143442.3142,63817.14885,68371.24457,81924.68062,66172.74123,68206.86897,63112.70202,68406.72779,65270.63705,61170.95734,59946.7371,[546][M]+,[M+H-C6H10O4]+ 803.698,46
934,M305T327,4.493155664,UP,6.465659689,5.36E-06,0.0015068,305.2887031,305.286735,305.2901898,326.5665026,325.3450012,326.9460094,12,3,9,437.9927481,488.2368176,3621.173008,1240.911497,502.9829758,428.5772675,332.2130754,4097.180086,1231.576466,553.665977,5880.372425,4224.113621,9384.981719,3986.533319,6682.329742,5555.056138,5529.696201,6387.845386,3520.67736,6965.160582,[119][M+1]+,,124
3267,M677T608,1.910824286,DOWN,-8.337856696,5.95E-06,0.001575574,676.6595819,676.6584471,676.6603953,607.9330259,607.4930191,608.3320232,20,10,10,202866.3798,138790.0223,164872.3063,123542.9946,179521.0431,190203.1081,137278.0964,159376.5384,130121.5697,187246.4023,83168.77293,84521.67033,105415.5194,83297.47633,80999.27376,81277.75255,80814.8889,89586.69174,77268.62886,78215.9727,[581][M]+,[M+Na]+ 653.669,46
992,M314T602,1.184578528,UP,6.224814244,7.23E-06,0.00180777,314.2777178,314.2772433,314.2780411,602.3830022,601.9779968,603.0899968,20,10,10,71096.03309,79002.59284,77873.93307,72696.22172,68149.35198,66637.97211,68978.80544,67729.93783,76502.07141,76875.77367,93039.39349,92086.34053,84015.07761,84986.44766,87203.92858,88219.53783,86809.83365,75851.65484,81757.78125,85492.29984,[134][M+1]+,,4
3472,M701T590,1.629544374,UP,6.329533451,1.08E-05,0.002417235,700.5723759,700.5705999,700.5768232,590.1830006,589.5600128,590.5040019,20,10,10,6612.066117,8855.166416,7512.674933,7690.454415,7470.049304,9123.448459,9985.035284,6710.03791,6074.645941,9953.482935,8951.83,13596.95037,15189.57681,16153.52916,13372.63889,10393.45,13872.14686,12746.60631,13220.13342,12845.60461,,[M+H-HCOOH]+ 745.558,2
3128,M660T608,2.055945507,DOWN,-7.774199175,1.12E-05,0.002417235,659.6524928,659.651095,659.6534032,607.7690089,607.4930191,608.2259946,20,10,10,77889.22887,52158.73183,60547.40937,44276.81927,62188.79424,73416.3716,46003.04591,59149.52574,49102.78788,72786.95439,29585.49272,29429.98075,37510.31609,28398.0357,28365.39922,25084.21516,28492.98225,30852.46068,24917.5398,27993.68773,[546][M+1]+,,46
3420,M694T605,2.240566588,DOWN,-6.513355244,1.13E-05,0.002417235,693.6607058,693.6449288,693.6645748,604.6480145,603.401024,605.812009,10,7,3,7827.960169,5409.393731,6559.691855,3574.931242,7414.150139,9282.018366,6812.163492,6132.378311,6254.336085,6026.796033,2325.879369,2990.584712,4100.13563,3278.004791,2961.891294,1826.033495,1414.407576,4186.675891,3310.822561,2747.220087,,,42
4357,M821T604,1.612541924,DOWN,-7.369557552,1.18E-05,0.002417235,820.7015336,820.6990346,820.7037013,604.4959831,604.1709845,605.0759831,19,10,9,49368.7262,32724.19334,41093.92641,33702.63243,31581.11484,42138.99314,33729.19858,38806.42319,32127.74808,39526.82839,19642.98129,21776.66772,26204.05518,21983.73999,24040.66715,22409.93179,22132.18824,25178.59257,23053.43275,26005.67534,[852][M]+,,42
3273,M678T608,1.947701031,DOWN,-7.514709791,1.38E-05,0.002611787,677.6631427,677.6622695,677.6641552,607.8995238,607.4939919,608.4829959,20,10,10,97425.84827,66074.62404,78883.93572,54781.98436,90485.13755,91643.05808,61613.18439,75311.47868,64819.72231,92671.5454,37802.21789,36277.3265,49327.3249,37790.02856,41101.55087,35681.12864,40667.09922,45866.44182,38036.66151,34693.17805,[581][M+1]+,,46
984,M313T602,1.172452025,UP,6.435300216,1.43E-05,0.002611787,313.274227,313.2737202,313.2744253,602.4389866,601.9779968,603.0899968,20,10,10,347794.2169,385895.1061,363605.4534,349035.4814,338237.1652,339260.0374,363119.5746,342045.1111,365188.2447,357285.583,442386.9097,466492.1867,395508.9729,412393.9966,429177.7368,412610.9644,429987.2283,377212.3457,395245.6348,402907.4951,[134][M]+,,4
3846,M751T610,2.069616618,UP,5.909725345,1.45E-05,0.002611787,750.6956713,750.682212,750.7014284,610.0224931,607.6470245,610.7080272,14,4,10,3915.08611,3256.227592,3256.539393,8479.922603,6822.823107,2237.833118,5598.918748,5515.10264,9367.073671,5677.981489,10834.82163,9516.033597,15793.38336,11540.91507,11974.41978,9336.641445,9810.763425,13251.8125,9632.747952,10331.65223,[718][M]+,,503
3258,M676T605,2.931353164,DOWN,-7.621727346,1.53E-05,0.002644603,675.6476046,675.6396047,675.6509637,604.9990158,603.9750131,605.9200063,19,10,9,20646.28009,16150.94903,13667.27083,7763.640845,11926.90281,19987.27624,13279.28029,14959.4676,12341.41789,17570.30364,6315.294575,5902.046307,4493.123871,5786.244545,4558.821626,5323.03712,3652.73134,5809.676146,5588.539635,3158.994971,[574][M+1]+,,12
4467,M842T607,2.287172052,DOWN,-7.079778325,1.60E-05,0.002673449,841.7155877,841.7144479,841.7160777,606.6924864,606.2439749,607.3489728,20,10,10,2167250.97,1130517.681,1881753.05,1343110.348,1876063.314,2067776.906,1088097.242,1816903.271,1406672.496,1935293.318,712575.8537,805268.7942,870139.3533,486372.568,879708.6657,666945.4691,784794.3924,807537.1201,468334.3115,825792.3519,[881][M]+,,12
579,M233T29,1.625372614,UP,5.996486523,1.69E-05,0.002720626,233.0600061,233.0595882,233.063054,28.54349952,24.92200024,28.91300014,20,10,10,29002.83242,50388.25859,54377.83803,41942.00958,23698.6167,49217.61547,49007.92107,51783.5291,41706.24895,27677.9162,73657.58981,65319.39542,69597.22678,61258.92869,77643.69954,75060.20523,63893.5636,50843.35936,68666.90116,74769.70978,[66][M]+,[M+H]+ 232.054,49
4472,M843T607,2.248282138,DOWN,-6.954664451,1.81E-05,0.002773954,842.7166561,842.7152848,842.7180281,606.8325034,606.5500259,607.3489728,20,10,10,1256306.103,651295.2317,1084694.788,774861.9924,1081528.689,1194503.648,630863.1411,1042616.371,812446.8966,1119719.844,411454.3783,481789.2203,524172.0992,288068.6684,509254.2065,394014.5204,445990.0092,475510.9846,274987.9201,486406.5117,[881][M+1]+,,12
4444,M838T594,1.163550271,UP,5.759854412,1.85E-05,0.002773954,837.5491573,837.5472706,837.5504842,594.3095141,594.1479977,594.6390277,20,10,10,79839.50342,73259.71541,85697.02977,79409.13174,81066.34726,73515.02063,75282.71551,87540.14398,79915.27614,85546.17197,101715.5305,92545.85798,92753.06537,91965.29778,86364.76486,101436.2652,90720.58755,91654.25965,87549.7531,95381.0623,[875][M]+,,1
3389,M689T514,1.639278685,UP,5.729602877,1.98E-05,0.002873998,689.4938819,689.4838188,689.4957147,513.7240234,513.0760002,514.3299866,10,8,2,1089.660521,908.0056443,908.4371335,712.6120364,1508.536293,1178.950017,1219.826305,1529.119654,1537.087029,959.4005505,1851.580629,1850.208937,2203.57731,1919.854986,1744.720454,1467.824718,1492.532701,2235.973025,1906.057688,2264.018886,[605][M]2+,,728
1807,M442T577,2.079004399,DOWN,-5.769943579,2.17E-05,0.003057191,442.3682445,442.365768,442.3736002,577.4209873,575.379982,578.8089948,18,10,8,13048.32303,8405.039366,10718.00854,11097.53101,11901.44543,10176.29525,6372.413376,6980.753311,11383.05494,12423.73284,7486.522174,7644.906007,4239.520516,5220.578884,4555.781662,5595.567556,4778.666558,5333.750497,2163.765387,2286.558938,,,30
1069,M327T29,3.957544915,UP,6.650161163,2.50E-05,0.003409406,327.0808174,327.0786073,327.0842693,28.9369992,28.27799973,29.50100005,7,1,6,971.158435,428.5800743,1400.976822,801.9517153,693.1272394,328.5093489,517.11243,1654.083143,646.660234,626.7647098,1890.424051,4825.263142,3398.086052,2011.313938,3487.338974,2592.901671,3855.75662,4118.566758,1822.492454,3930.986084,,,49
1868,M451T610,2.627068364,UP,6.294550214,2.98E-05,0.003940078,451.4167397,451.4099711,451.4194504,610.1584945,608.9910109,611.5850285,8,2,6,1144.138488,945.3291845,1227.844283,991.5224516,931.2908749,265.0878343,908.66985,404.0297446,917.169455,992.4536268,1912.118486,1131.44064,3041.9721,3053.176976,2630.310276,2725.324202,1645.233656,2138.40762,1893.636308,2756.212911,,,504
1682,M423T608,2.115486405,UP,5.590917378,3.87E-05,0.004962501,423.3837061,423.3799596,423.398565,607.8089905,607.4109959,608.3320232,9,2,7,2396.157372,1367.275441,1814.564219,1766.040329,1155.246754,2240.786093,1377.655709,422.8296628,1644.838835,2269.90141,2929.352145,3450.237414,4703.414623,3047.663469,5053.713836,3569.564639,2894.546171,3812.142081,2325.315989,3025.004248,,[3M+H+Na]2+ 274.251,46
4110,M784T597,2.079575331,DOWN,-5.410666204,4.10E-05,0.004962501,783.6376623,783.6315071,783.6466079,596.9850133,595.8380127,598.3830051,17,8,9,17555.27766,27010.31193,19138.18579,18636.94328,19590.26958,18779.46035,10979.30208,25937.12167,21716.35751,17784.535,15053.47896,13266.06386,10783.09158,6638.001482,14743.12714,6177.079089,9259.573751,9400.017765,4545.333792,4926.550007,,,347
3649,M724T608,1.780576662,UP,5.683651263,4.15E-05,0.004962501,723.6635666,723.653042,723.6745395,607.9970245,607.4939919,608.8939891,13,6,7,4800.914254,3390.974699,3464.428551,5995.869782,4117.773897,5621.67455,3812.036302,5418.124338,6488.195997,4239.43149,8105.890704,5022.306623,8936.542518,9369.200888,8979.59829,7182.733921,6681.371157,11137.22659,9262.376536,9632.031859,[674][M+1]+,,46
302,M170T25,2.487609065,UP,5.629161799,4.30E-05,0.004962501,170.0432204,170.0407262,170.0444972,25.18200024,24.78799939,30.01600046,17,7,10,428.190365,3487.343623,7433.018979,4110.72095,4023.732881,2638.257954,6631.971365,5998.008386,5294.384097,4840.018403,12987.41306,14653.17382,6619.72961,8631.113233,14330.59083,13231.83073,13372.98891,6501.234358,9074.499258,12255.36855,,,54
4153,M790T597,1.22055952,DOWN,-5.480628081,4.32E-05,0.004962501,789.5427472,789.5396182,789.5447155,597.0804996,596.9119806,597.8930283,20,10,10,142750.5488,145218.4989,152314.0196,141684.273,147055.9259,128067.8767,130069.5817,141988.3833,148831.5375,156923.3294,133085.6934,109572.3649,112942.7103,134509.2271,108096.0517,129941.4636,102600.7243,104742.9045,123999.4396,116121.0569,[796][M+1]+,,7
4034,M775T625,3.20075922,UP,7.116472898,4.41E-05,0.004962501,774.7109167,774.7085965,774.7207552,625.4299852,624.6379852,626.3870097,7,0,7,1007.273926,712.5068482,902.0427887,620.1095023,728.4186234,861.2676733,680.7577316,798.9270807,803.6395484,892.9182755,2831.253675,2302.434762,3316.708342,1602.44352,3936.347686,2439.202288,2417.018911,2567.452049,1263.897857,2954.479037,[770][M]+,[M+H+HCOOH]+ 727.713,410
4333,M815T598_2,1.451406922,UP,5.77866184,4.57E-05,0.005014561,814.6321763,814.6309275,814.6332368,598.2524901,597.8949738,598.6319751,20,10,10,1577251.861,1223767.694,1344089.419,1333072.747,1494224.62,1754685.15,1166768.141,1444766.83,1459353.307,1525136.702,2051331.118,2192686.86,2231899.786,1623466.224,2540717.763,2012184.973,2003104.496,2180080.597,1553753.643,2399444.927,[846][M]+,,7
4385,M826T602,2.173615882,DOWN,-5.762094592,4.80E-05,0.005140436,825.684839,825.6814033,825.6948707,601.6029948,600.7960132,602.5870009,14,10,4,25989.75032,19064.03771,36869.40369,22816.42008,22888.72472,23125.2804,14630.87142,24194.24357,26580.25309,33733.16111,13391.40446,7956.752205,15856.44701,4448.86459,14178.87406,10525.25594,14610.94536,10382.15053,9293.592109,14321.81613,,,4
4160,M791T586,1.503953616,DOWN,-5.471507898,4.92E-05,0.005143333,790.5423069,790.5370878,790.5457814,585.912515,585.5159987,586.6150252,16,10,6,24267.19329,35478.35627,37481.38216,34667.88082,25843.63364,26131.4378,30717.24185,32024.71422,37194.72802,28041.06508,26602.00707,17611.33995,23605.39355,25165.16531,19791.50087,19631.47938,15288.48874,18515.47811,21023.73245,20117.31019,,,26
222,M152T26,2.057220676,UP,5.600813681,5.78E-05,0.005907559,152.0328096,152.0320687,152.0332529,25.9439992,24.17899992,27.72799991,17,8,9,3041.052215,9479.428378,7089.026484,8007.736701,7252.838808,5417.420788,9088.460083,8932.920796,5065.728189,5736.618504,19726.21911,12674.44966,9234.46936,16368.92744,16046.03071,17333.71095,9265.507825,11001.84607,16290.07955,14235.81255,,,54
3852,M752T610,1.874789283,UP,5.654430361,5.91E-05,0.005911133,751.6966362,751.6797037,751.7018472,609.578985,607.0159973,610.6019781,11,4,7,3991.887686,3956.826842,3721.116054,2982.243966,1686.015332,2194.409887,3580.172602,3164.165857,3686.936856,3605.560566,5352.887043,3881.833064,6763.712193,7646.827503,6625.339297,7640.456881,4153.619905,7582.512358,6065.302149,5348.151034,[718][M+1]+,,36
3486,M703T598,1.25875434,DOWN,-5.140294144,6.90E-05,0.006689436,702.543885,702.5419819,702.544733,597.9894942,597.6210051,598.3080064,18,9,9,32443.84141,27698.75488,35536.4124,32966.08606,31130.31901,28225.2624,27261.71646,31989.88876,32083.87436,34837.3508,24627.717,27057.21927,29859.25768,23073.40878,25438.7922,27761.17561,22829.04694,25568.51355,20869.12722,22506.54482,,,7
1110,M332T367,4.26072075,UP,5.280217696,6.99E-05,0.006689436,332.3164138,332.3032928,332.3195599,366.7274911,365.0569891,370.1949978,14,4,10,907.2531437,882.3577654,7493.496475,2426.980992,121.2877372,720.6407826,660.9464348,7514.624538,2273.332312,1298.545849,10493.0849,9709.515063,16400.6195,5946.317656,15409.33739,8687.302382,8262.074596,13614.69523,4524.810086,10485.48233,,,602
3854,M752T608,1.510319912,UP,5.243577473,7.51E-05,0.006797865,751.7659658,751.755136,751.7766482,608.1075266,607.2609959,609.0050163,14,5,9,3576.353949,4652.49326,4605.662378,3264.064452,5902.582787,4709.930805,5464.917639,4626.852208,2157.513152,4661.75555,5831.002709,7198.618737,7698.082335,6025.831955,6550.967167,5396.968988,7456.169904,5940.73298,6537.561541,7247.429468,,,46
2930,M634T608,2.445774704,UP,6.282956855,7.84E-05,0.006797865,633.6360604,633.6351036,633.6371412,608.1789891,607.9660286,608.8079945,20,10,10,31215.43969,22278.00234,27100.83412,22658.49553,32550.40543,33881.36685,20537.05898,32738.94899,24174.62217,34677.88485,62074.54923,90309.97647,67141.93149,44811.71771,93328.99167,49611.6846,87930.43801,61462.71268,43576.53487,89002.71409,[501][M+1]+,,46
3774,M740T582,1.444991886,DOWN,-5.188323242,7.84E-05,0.006797865,739.5122799,739.506454,739.5158208,581.7709899,580.9809756,582.3420001,20,10,10,13119.63013,10863.28094,18086.99402,13713.36756,11005.42816,14446.03316,12829.21954,13037.43876,14417.02677,13256.29633,12501.51172,9144.68462,9788.245236,8579.985259,8430.991346,10740.47772,8435.487916,10269.44249,7750.330532,7629.066125,,,293
3862,M753T608_2,1.666439579,UP,5.224436701,7.85E-05,0.006797865,752.7669433,752.7552557,752.7740997,608.3120232,607.7620027,609.5780122,11,6,5,1691.609931,1346.491304,2248.865468,1809.999706,1806.256808,1523.323205,1693.046329,2670.970137,1444.174834,2413.749014,2372.799407,3847.308053,2650.802638,2142.455829,3249.146053,3525.123179,2790.835111,3990.155198,3359.803393,3148.147519,,,36
1495,M392T23,2.005753322,UP,5.107029413,7.86E-05,0.006797865,391.8779994,391.8723516,391.8790059,23.3759996,22.93200055,24.38400033,6,5,1,376.1878661,152.2560401,451.0270299,304.1064299,657.6868128,375.6123118,683.4164179,262.8035329,633.7720498,866.8029535,959.0276434,1127.155195,985.1777037,774.2573174,1128.654339,976.426222,1009.999399,900.8299904,518.9968552,1174.225162,,[M+K+NaCOOH]+ 284.923 [M+2H-NH3]2+ 798.761,39
410,M192T25,2.165062585,UP,5.185224494,8.19E-05,0.006913527,192.0254562,192.0249105,192.0269084,24.58800076,23.98899992,25.89000014,20,10,10,4592.553421,18854.63189,20656.74156,17542.90278,9806.865999,7102.667319,17213.24983,17165.62345,18563.84224,8153.735168,32824.09994,36580.1753,19180.42952,29979.2338,36325.05346,34917.50728,33930.05341,13286.85666,28439.0655,36894.6069,,,54
4477,M845T604,2.587620471,UP,6.097705176,8.33E-05,0.006913527,844.6774657,844.6756905,844.6801343,603.5405077,602.9740227,603.9149927,20,10,10,165644.5799,87204.62861,155056.3253,88201.22648,121462.2093,145056.7075,88190.71557,144383.9395,93604.94738,127504.0135,258113.8906,346189.1234,346567.9592,209822.4592,472242.7978,217113.5056,328049.1426,317664.863,201467.4561,450115.6284,[885][M]+,[M+Na+NaCOOH]+ 753.695,4
195,M148T25,3.009661764,UP,5.835471923,8.45E-05,0.006913527,148.061249,148.0608144,148.0630995,25.41599929,24.89200024,26.20500055,18,9,9,2408.944957,11786.22234,12430.49412,10161.88487,6604.348203,4343.594341,10865.03091,10717.65267,11218.25903,5931.541046,24064.07007,33044.87146,11621.06381,21632.73361,34117.71042,28246.47442,35333.28802,13650.86306,23109.64201,35418.6337,,[M+2H-H20]2+ 312.111,54
4338,M816T598,1.464218136,UP,5.404270572,8.66E-05,0.006958663,815.6354711,815.6344168,815.6365152,598.2779765,598.1859805,598.6319751,20,10,10,941883.1326,634009.3015,821979.6794,744615.6842,801945.3041,931196.609,631951.0858,756275.8135,758877.0692,846347.0093,1118510.681,1191558.171,1203215.87,861943.4179,1392156.888,1101389.714,1251781.998,1213089.535,829220.1965,1359184.188,[846][M+1]+,,7
4174,M793T602,1.702495919,UP,5.092221629,8.90E-05,0.00702645,792.6678731,792.6635429,792.6717176,601.70249,600.71399,602.2849777,20,10,10,36311.75955,13829.6985,37074.32515,25292.8624,37969.40984,38501.77635,23091.15386,30936.37646,26153.22205,27333.90459,41815.79652,57855.77106,60169.65563,38418.8495,57165.97695,46458.2254,55472.47349,58705.54797,31515.57006,57202.79058,[803][M]+,[M+K]+ 753.695,4
139,M133T32,1.690139853,UP,5.005879935,0.000100028,0.007757309,133.1060106,133.1053441,133.1065356,32.23599897,31.85300086,32.70900084,20,10,10,16674.56307,7648.422608,17703.38638,14580.31956,13546.32166,17579.99237,6179.626787,22789.20655,14862.77466,13491.30738,25826.33686,21217.08375,29488.19679,18270.02391,22745.22015,28323.55808,22797.37249,30841.99741,21114.29082,24540.71275,[11][M+1]+,,45
927,M305T24,2.158975967,DOWN,-4.924180475,0.000112033,0.008541124,304.8277682,304.8262389,304.8299727,23.53600002,22.72200055,24.147,16,9,7,5910.595174,3238.533896,4265.093615,5876.140039,5249.157663,6071.094068,2929.819455,4201.535943,5468.029753,5206.795815,2128.43402,885.1316384,3839.302364,2007.558423,1843.569114,2132.229753,1434.037723,4982.706119,1719.648033,1453.197717,,,39
1548,M401T22,2.135897754,DOWN,-4.857780475,0.000127301,0.009543343,400.8288957,400.8269647,400.834123,22.26900064,21.9599998,22.5879997,8,1,7,7664.725854,4671.433604,4651.463309,6523.970038,3972.979981,7165.473736,4044.083408,4679.928832,6299.655603,5958.181331,3355.31187,1168.219303,4582.370073,2822.707475,1324.48448,3159.537313,791.9151556,4168.93842,3586.467923,1086.189755,,[M+Na]+ 377.836,39
2833,M619T607,1.681735951,UP,4.954988475,0.000131545,0.009699845,618.617921,618.6162887,618.6240661,607.1559769,606.5500259,607.7250218,19,9,10,14409.4513,11249.04781,8384.666449,9411.988214,9891.783747,10367.20855,12218.50648,4428.970132,9896.008412,10827.48917,12530.87848,14455.76389,21602.50434,22070.91487,18017.94683,15399.85085,15006.46723,17118.12335,20928.90359,12867.12741,[482][M]+,[M+Na]+ 595.632 [M+H-C2H4]+ 645.637,12
3964,M765T584,1.502911886,DOWN,-5.034285201,0.00013375,0.00970336,764.524122,764.5201598,764.5258327,584.0170137,583.0429906,584.6609824,9,6,3,28684.71292,35566.86696,40833.53597,40951.89725,27505.20905,30201.32701,37555.87045,38209.75051,44148.27414,27638.40467,20998.78779,22500.30377,25994.15783,17577.87685,21307.47199,32084.79868,20903.32379,24978.92652,26086.4654,21311.36377,[750][M]+,[M+H-CH2]+ 777.53,289
3717,M732T598,1.235460828,UP,5.095433731,0.000145959,0.010421002,731.6053873,731.6036938,731.6059583,597.9364901,597.8160037,598.3080064,20,10,10,176065.5453,149443.2209,162911.2451,155863.0367,147266.0016,170354.2952,137384.0525,153646.8999,158430.5387,148420.9718,212047.0051,207719.0453,212700.2728,169356.7388,180900.5515,204535.5001,198104.6655,208276.3397,162385.9919,171028.1545,[689][M]+,[M+K]+ 692.649,7
